Code,Department,Status,Quota,Current Quota
HUM 102.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,2,2
HUM 102.01,LINGUISTICS,ALL,1,2
HUM 102.01,MANAGEMENT,ALL,4,6
HUM 102.01,MOLECULAR BIOLOGY & GENETICS,ALL,1,1
HUM 102.01,PSYCHOLOGY,ALL,2,2
HUM 102.01,SOCIOLOGY,ALL,4,4
HUM 102.01,TRANSLATION AND INTERPRETING STUDIES,ALL,1,2
HUM 102.01,WESTERN LANGUAGES & LITERATURES,ALL,2,8
HUM 102.03,CIVIL ENGINEERING,ALL,1,1
HUM 102.03,ECONOMICS,ALL,5,5
HUM 102.03,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,1,1
HUM 102.03,MANAGEMENT,ALL,5,5
HUM 102.03,PSYCHOLOGY,ALL,2,2
HUM 102.03,SOCIOLOGY,ALL,4,5
HUM 102.03,WESTERN LANGUAGES & LITERATURES,ALL,2,8
HUM 102.05,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,2,2
HUM 102.05,LINGUISTICS,ALL,8,8
HUM 102.05,MOLECULAR BIOLOGY & GENETICS,ALL,7,7
HUM 102.05,PSYCHOLOGY,ALL,2,2
HUM 102.05,TRANSLATION AND INTERPRETING STUDIES,ALL,1,2
HUM 102.05,WESTERN LANGUAGES & LITERATURES,ALL,1,7
HUM 102.07,CIVIL ENGINEERING,ALL,1,2
HUM 102.07,LINGUISTICS,ALL,7,8
HUM 102.07,MOLECULAR BIOLOGY & GENETICS,ALL,7,6
HUM 102.07,PSYCHOLOGY,ALL,2,2
HUM 102.07,TRANSLATION AND INTERPRETING STUDIES,ALL,1,2
HUM 102.07,WESTERN LANGUAGES & LITERATURES,ALL,2,7
IE 120.01,ALL,ALL,Consent Of Instructor,0
IE 120.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,100,93
IE 201.01,ALL,ALL,Consent Of Instructor,0
IE 201.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,70
IE 202.01,ALL,ALL,Consent Of Instructor,6
IE 202.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,40,34
IE 203.01,ALL,ALL,Consent Of Instructor,0
IE 203.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,91
IE 220.01,ALL,ALL,Consent Of Instructor,2
IE 220.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,45
IE 256.01,ALL,ALL,Consent Of Instructor,1
IE 256.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,90,96
IE 306.02,ALL,ALL,100,121
IE 312.01,ALL,ALL,Consent Of Instructor,3
IE 312.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,21
IE 313.01,ALL,ALL,Consent Of Instructor,1
IE 313.01,INDUSTRIAL ENGINEERING,ALL,60,54
IE 350.01,ALL,ALL,Consent Of Instructor,4
IE 350.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,46
IE 360.01,ALL,ALL,Consent Of Instructor,2
IE 360.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,68
IE 400.01,ALL,ALL,Consent Of Instructor,12
IE 414.01,ALL,ALL,Consent Of Instructor,0
IE 414.01,INDUSTRIAL ENGINEERING,ALL,12,8
IE 425.01,ALL,ALL,Consent Of Instructor,5
IE 425.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,75
IE 456.01,ALL,ALL,Consent Of Instructor,8
IE 456.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,40,39
IE 48G.01,ALL,ALL,Consent Of Instructor,0
IE 48G.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,25,26
IE 492.01,ALL,ALL,Consent Of Instructor,0
IE 492.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,90,52
IE 508.01,ALL,ALL,Consent Of Instructor,1
IE 508.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,Unlimited,9
IE 544.01,ALL,ALL,Consent Of Instructor,1
IE 544.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,10,26
IE 565.01,ALL,ALL,Consent Of Instructor,1
IE 565.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,10,4
IE 587.01,ALL,ALL,Consent Of Instructor,2
IE 587.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,10,7
IE 58D.01,ALL,ALL,Consent Of Instructor,6
IE 611.01,ALL,ALL,Consent Of Instructor,0
IE 611.01,INDUSTRIAL ENGINEERING,ALL,15,8
IE 690.01,ALL,ALL,Consent Of Instructor,25
IE 690.02,ALL,ALL,Consent Of Instructor,4
IE 690.05,ALL,ALL,Consent Of Instructor,0
IE 690.06,ALL,ALL,Consent Of Instructor,3
IE 690.07,ALL,ALL,Consent Of Instructor,2
IE 690.08,ALL,ALL,Consent Of Instructor,4
IE 690.09,ALL,ALL,Consent Of Instructor,0
IE 690.11,ALL,ALL,Consent Of Instructor,5
IE 690.12,ALL,ALL,Consent Of Instructor,0
IE 690.14,ALL,ALL,Consent Of Instructor,1
IE 690.15,ALL,ALL,Consent Of Instructor,2
IE 690.16,ALL,ALL,Consent Of Instructor,0
IE 690.17,ALL,ALL,Consent Of Instructor,1
IE 690.18,ALL,ALL,Consent Of Instructor,5
IE 690.19,ALL,ALL,Consent Of Instructor,0
IE 690.20,ALL,ALL,Consent Of Instructor,0
IE 700.01,ALL,ALL,Consent Of Instructor,0
IE 700.01,INDUSTRIAL ENGINEERING,ALL,Unlimited,9
IE 790.01,ALL,ALL,Consent Of Instructor,2
IE 790.02,ALL,ALL,Consent Of Instructor,6
IE 790.05,ALL,ALL,Consent Of Instructor,0
IE 790.06,ALL,ALL,Consent Of Instructor,1
IE 790.07,ALL,ALL,Consent Of Instructor,0
IE 790.08,ALL,ALL,Consent Of Instructor,2
IE 790.09,ALL,ALL,Consent Of Instructor,1
IE 790.11,ALL,ALL,Consent Of Instructor,1
IE 790.12,ALL,ALL,Consent Of Instructor,0
IE 790.14,ALL,ALL,Consent Of Instructor,0
IE 790.15,ALL,ALL,Consent Of Instructor,0
IE 790.16,ALL,ALL,Consent Of Instructor,0
IE 790.17,ALL,ALL,Consent Of Instructor,0
IE 790.18,ALL,ALL,Consent Of Instructor,0
IE 790.19,ALL,ALL,Consent Of Instructor,0
INCT516.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,2
INCT520.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,5
INCT544.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,4
INCT550.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,4
INCT576.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,3
INCT586.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,2
INCT590.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1
INCT590.03,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT590.04,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT590.05,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT590.07,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT590.08,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT590.09,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT590.10,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1
INCT591.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1
INCT591.02,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT591.04,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1
INCT591.05,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT591.06,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT591.09,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT591.10,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1
INCT591.11,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0
INCT593.01,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1
INCT593.03,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INCT593.04,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INCT593.05,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INCT593.07,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INCT593.08,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INCT593.09,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INCT593.10,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1
INCT594.01,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1
INCT594.02,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INCT594.04,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1
INCT594.05,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INCT594.06,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INCT594.09,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1
INCT594.10,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1
INCT594.11,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0
INTT112.01,ALL,ALL,Consent Of Instructor,0
INTT112.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,76
INTT122.01,ALL,ALL,Consent Of Instructor,2
INTT122.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,87
INTT132.01,ALL,ALL,Consent Of Instructor,2
INTT132.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,89
INTT162.01,ALL,ALL,Consent Of Instructor,0
INTT162.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,80
INTT212.01,ALL,ALL,Consent Of Instructor,3
INTT212.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,72
INTT228.01,ALL,ALL,Consent Of Instructor,0
INTT228.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,101
INTT252.01,ALL,ALL,Consent Of Instructor,2
INTT252.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,80
INTT254.01,ALL,ALL,Consent Of Instructor,8
INTT254.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,119
INTT277.01,ALL,ALL,Consent Of Instructor,0
INTT277.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,75
INTT304.01,ALL,ALL,Consent Of Instructor,1
INTT304.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,6
INTT322.01,ALL,ALL,Consent Of Instructor,0
INTT322.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,103
INTT323.01,ALL,ALL,Consent Of Instructor,0
INTT323.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,83
INTT334.01,ALL,ALL,Consent Of Instructor,11
INTT334.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,95
INTT341.01,ALL,ALL,Consent Of Instructor,2
INTT341.01,INTERNATIONAL TRADE,UNDERGRADUATE,20,15
INTT362.01,ALL,ALL,Consent Of Instructor,2
INTT362.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,114
INTT378.01,ALL,ALL,Consent Of Instructor,0
INTT378.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,72
INTT400.01,ALL,ALL,Consent Of Instructor,0
INTT400.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,66
INTT413.01,ALL,ALL,Consent Of Instructor,1
INTT413.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,14
INTT434.01,ALL,ALL,Consent Of Instructor,2
INTT434.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,70
INTT438.01,ALL,ALL,Consent Of Instructor,3
INTT438.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,94
INTT442.01,ALL,ALL,Consent Of Instructor,0
INTT442.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,69
INTT453.01,ALL,ALL,Consent Of Instructor,3
INTT453.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,10
INTT458.01,ALL,ALL,Consent Of Instructor,11
INTT458.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,46
INTT48G.01,ALL,ALL,Consent Of Instructor,1
INTT48G.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,2
INTT48I.01,ALL,ALL,Consent Of Instructor,4
INTT48I.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,23
INTT48L.01,ALL,ALL,Consent Of Instructor,0
INTT48L.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,11
INTT514.01,ALL,ALL,Consent Of Instructor,2
INTT534.01,ALL,ALL,Consent Of Instructor,2
INTT544.01,ALL,ALL,Consent Of Instructor,1
INTT551.01,ALL,ALL,Consent Of Instructor,2
INTT579.01,ALL,ALL,Consent Of Instructor,0
INTT584.01,ALL,ALL,Consent Of Instructor,0
INTT585.01,ALL,ALL,Consent Of Instructor,2
INTT592.01,INTERNATIONAL TRADE MANAGEMENT,ALL,7,5
INTT592.02,INTERNATIONAL TRADE MANAGEMENT,ALL,7,2
INTT592.04,INTERNATIONAL TRADE MANAGEMENT,ALL,7,1
INTT592.05,INTERNATIONAL TRADE MANAGEMENT,ALL,7,1
INTT592.06,INTERNATIONAL TRADE MANAGEMENT,ALL,7,2
INTT592.08,INTERNATIONAL TRADE MANAGEMENT,ALL,7,0
INTT592.09,INTERNATIONAL TRADE MANAGEMENT,ALL,7,1
INTT592.10,INTERNATIONAL TRADE MANAGEMENT,ALL,7,2
INTT592.11,INTERNATIONAL TRADE MANAGEMENT,ALL,7,1
INTT690.01,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,3
INTT690.03,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,0
INTT690.04,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,3
INTT690.05,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,1
INTT690.06,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,3
INTT690.08,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,1
INTT690.09,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,3
INTT690.10,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,0
INTT690.11,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,6
INTT690.12,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,0
LAW 101.01,ALL,UNDERGRADUATE,60,53
LAW 102.01,ALL,UNDERGRADUATE,40,25
LAW 104.01,LAW PR.,UNDERGRADUATE,25,9
LAW 106.01,LAW PR.,UNDERGRADUATE,25,10
LS 670.01,ALL,ALL,Consent Of Instructor,2
LS 670.02,ALL,ALL,Consent Of Instructor,1
LS 670.03,ALL,ALL,Consent Of Instructor,1
LS 790.13,ALL,ALL,Consent Of Instructor,1
CAU 101.01,ALL,ALL,10,22
CAU 101.01,LINGUISTICS,ALL,3,3
CAU 101.01,LINGUISTICS,ALL,7,4
CAU 111.01,ALL,ALL,10,12
CAU 111.01,LINGUISTICS,ALL,3,3
CAU 111.01,LINGUISTICS,ALL,7,1
CAU 112.01,ALL,ALL,10,3
CAU 112.01,LINGUISTICS,ALL,3,2
CAU 112.01,LINGUISTICS,ALL,7,2
CAU 121.01,ALL,ALL,10,10
CAU 121.01,LINGUISTICS,ALL,3,3
CAU 121.01,LINGUISTICS,ALL,7,1
CAU 122.01,ALL,ALL,10,1
CAU 122.01,LINGUISTICS,ALL,3,3
CAU 122.01,LINGUISTICS,ALL,7,0
LING101.01,LINGUISTICS,ALL,Consent Of Instructor,0
LING101.01,LINGUISTICS,ALL,10,18
LING101.01,TRANSLATION AND INTERPRETING STUDIES,ALL,Consent Of Instructor,0
LING101.01,TRANSLATION AND INTERPRETING STUDIES,ALL,70,68
LING101.02,ALL,ALL,Consent Of Instructor,74
LING101.02,WESTERN LANGUAGES & LITERATURES,ALL,70,71
LING102.01,ALL,ALL,10,15
LING102.01,LINGUISTICS,ALL,5,5
LING102.01,LINGUISTICS,ALL,50,48
LING104.01,ALL,ALL,Consent Of Instructor,16
LING104.01,LINGUISTICS,ALL,5,8
LING104.01,LINGUISTICS,ALL,50,47
LING202.01,ALL,ALL,Consent Of Instructor,6
LING202.01,LINGUISTICS,ALL,5,19
LING202.01,LINGUISTICS,ALL,55,55
LING206.01,ALL,ALL,Consent Of Instructor,20
LING206.01,LINGUISTICS,ALL,5,26
LING206.01,LINGUISTICS,ALL,55,55
LING314.01,ALL,ALL,Consent Of Instructor,19
LING314.01,TURKISH LANGUAGE & LITERATURE,ALL,100,45
LING314.02,ALL,ALL,Consent Of Instructor,6
LING314.02,LINGUISTICS,ALL,20,32
LING314.02,LINGUISTICS,ALL,35,12
LING330.01,ALL,ALL,Consent Of Instructor,2
LING330.01,LINGUISTICS,ALL,10,38
LING330.01,LINGUISTICS,ALL,10,9
LING350.01,ALL,ALL,0,0
LING360.01,ALL,ALL,Consent Of Instructor,11
LING360.01,LINGUISTICS,ALL,10,17
LING360.01,LINGUISTICS,ALL,15,12
LING409.01,ALL,ALL,Consent Of Instructor,2
LING409.01,LINGUISTICS,ALL,10,19
LING409.01,LINGUISTICS,ALL,15,14
LING412.01,ALL,ALL,Consent Of Instructor,7
LING412.02,ALL,ALL,Consent Of Instructor,0
LING412.03,ALL,ALL,Consent Of Instructor,2
LING412.04,ALL,ALL,Consent Of Instructor,3
LING412.05,ALL,ALL,Consent Of Instructor,2
LING412.06,ALL,ALL,Consent Of Instructor,0
LING412.07,ALL,ALL,Consent Of Instructor,6
LING412.08,ALL,ALL,Consent Of Instructor,6
LING412.09,ALL,ALL,Consent Of Instructor,5
LING412.10,ALL,ALL,Consent Of Instructor,0
LING412.11,ALL,ALL,Consent Of Instructor,0
LING412.12,ALL,ALL,Consent Of Instructor,0
LING48K.01,ALL,ALL,10,5
LING48K.01,LINGUISTICS,ALL,3,3
LING48K.01,LINGUISTICS,ALL,7,1
LING48N.01,ALL,ALL,Consent Of Instructor,32
LING48U.01,ALL,ALL,Consent Of Instructor,18
LING48U.01,LINGUISTICS,ALL,10,28
LING48U.01,LINGUISTICS,ALL,15,18
LING501.01,ALL,ALL,Consent Of Instructor,0
LING512.01,ALL,ALL,Consent Of Instructor,1
LING553.01,ALL,ALL,Consent Of Instructor,4
LING570.01,ALL,ALL,Consent Of Instructor,0
LING570.02,ALL,ALL,Consent Of Instructor,0
LING570.03,ALL,ALL,Consent Of Instructor,0
LING570.04,ALL,ALL,Consent Of Instructor,0
LING570.05,ALL,ALL,Consent Of Instructor,0
LING570.06,ALL,ALL,Consent Of Instructor,2
LING570.07,ALL,ALL,Consent Of Instructor,0
LING570.08,ALL,ALL,Consent Of Instructor,0
LING570.09,ALL,ALL,Consent Of Instructor,1
LING572.01,ALL,ALL,Consent Of Instructor,0
LING572.02,ALL,ALL,Consent Of Instructor,0
LING572.03,ALL,ALL,Consent Of Instructor,0
LING572.04,ALL,ALL,Consent Of Instructor,2
LING572.05,ALL,ALL,Consent Of Instructor,0
LING572.06,ALL,ALL,Consent Of Instructor,1
LING572.07,ALL,ALL,Consent Of Instructor,1
LING572.08,ALL,ALL,Consent Of Instructor,1
LING572.09,ALL,ALL,Consent Of Instructor,0
LING582.01,ALL,ALL,Consent Of Instructor,5
LING58C.01,ALL,ALL,Consent Of Instructor,2
LING58E.01,ALL,ALL,Consent Of Instructor,0
LING612.01,ALL,ALL,Consent Of Instructor,1
LING690.01,ALL,ALL,Consent Of Instructor,0
LING690.02,ALL,ALL,Consent Of Instructor,0
LING690.03,ALL,ALL,Consent Of Instructor,4
LING690.04,ALL,ALL,Consent Of Instructor,1
LING690.05,ALL,ALL,Consent Of Instructor,1
LING690.06,ALL,ALL,Consent Of Instructor,4
LING690.07,ALL,ALL,Consent Of Instructor,3
LING690.08,ALL,ALL,Consent Of Instructor,3
LING690.09,ALL,ALL,Consent Of Instructor,5
LING790.01,ALL,ALL,Consent Of Instructor,1
LING790.02,ALL,ALL,Consent Of Instructor,0
LING790.03,ALL,ALL,Consent Of Instructor,0
TID 101.01,ALL,ALL,12,32
TID 101.01,LINGUISTICS,ALL,8,3
TID 102.01,ALL,ALL,7,20
TID 102.01,LINGUISTICS,ALL,8,6
AD 102.01,MANAGEMENT,UNDERGRADUATE,100,77
AD 131.01,MANAGEMENT,UNDERGRADUATE,120,85
AD 204.01,MANAGEMENT,UNDERGRADUATE,40,46
AD 204.02,MANAGEMENT,UNDERGRADUATE,40,39
AD 204.03,MANAGEMENT,UNDERGRADUATE,40,43
AD 211.01,ECONOMICS,UNDERGRADUATE,50,58
AD 214.01,MANAGEMENT,UNDERGRADUATE,80,57
AD 214.02,MANAGEMENT,UNDERGRADUATE,80,86
AD 231.01,MANAGEMENT,UNDERGRADUATE,100,150
AD 242.01,MANAGEMENT,UNDERGRADUATE,60,74
AD 242.02,MANAGEMENT,UNDERGRADUATE,60,82
AD 252.01,MANAGEMENT,UNDERGRADUATE,60,39
AD 252.02,MANAGEMENT,UNDERGRADUATE,60,79
AD 302.01,MANAGEMENT,UNDERGRADUATE,60,58
AD 311.01,MANAGEMENT,UNDERGRADUATE,60,40
AD 312.01,MANAGEMENT,UNDERGRADUATE,60,75
AD 312.02,MANAGEMENT,UNDERGRADUATE,60,41
AD 314.01,MANAGEMENT,UNDERGRADUATE,40,17
AD 351.01,MANAGEMENT,UNDERGRADUATE,60,52
AD 353.01,MANAGEMENT,UNDERGRADUATE,60,66
AD 401.01,MANAGEMENT,UNDERGRADUATE,60,58
AD 408.01,MANAGEMENT,UNDERGRADUATE,60,61
AD 409.01,MANAGEMENT,UNDERGRADUATE,60,60
AD 410.01,MANAGEMENT,UNDERGRADUATE,25,11
AD 411.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,33
AD 413.01,MANAGEMENT,UNDERGRADUATE,40,13
AD 418.01,MANAGEMENT,UNDERGRADUATE,40,18
AD 424.01,MANAGEMENT,UNDERGRADUATE,25,25
AD 430.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,60
AD 433.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,78
AD 452.01,MANAGEMENT,UNDERGRADUATE,60,41
AD 454.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,4
AD 460.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,58
AD 462.01,MANAGEMENT,UNDERGRADUATE,40,35
AD 469.01,MANAGEMENT,UNDERGRADUATE,40,27
AD 472.01,MANAGEMENT,UNDERGRADUATE,40,32
AD 477.01,MANAGEMENT,UNDERGRADUATE,40,14
AD 487.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,43
AD 48B.01,ALL,UNDERGRADUATE,15,46
AD 48B.01,MANAGEMENT,UNDERGRADUATE,20,44
AD 48C.01,ALL,ALL,Consent Of Instructor,36
AD 48D.01,MANAGEMENT,UNDERGRADUATE,40,23
AD 497.01,MANAGEMENT,UNDERGRADUATE,60,49
AD 49B.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,59
AD 516.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,3
AD 547.01,ALL,ALL,0,0
AD 584.01,ALL,ALL,0,0
AD 644.01,ALL,ALL,Consent Of Instructor,0
MIS 112.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,71
MIS 116.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,74
MIS 132.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,87
MIS 134.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,60,46
MIS 134.02,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,50,38
MIS 144.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,104
MIS 212.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,91
MIS 224.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,101
MIS 228.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,107
MIS 252.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,99
MIS 316.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,86
MIS 326.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,89
MIS 336.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,91
MIS 344.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,105
MIS 346.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,80
MIS 400.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,47
MIS 422.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,68
MIS 432.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,79
MIS 459.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,30,26
MIS 482.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,30,27
MIS 492.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0
MIS 492.03,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,12
MIS 492.04,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,4
MIS 492.05,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0
MIS 492.06,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0
MIS 492.07,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,2
MIS 492.08,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,8
MIS 492.09,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,2
MIS 492.11,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0
MIS 492.12,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,3
MIS 492.13,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,8
MIS 492.14,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0
MIS 492.15,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,20
MIS 49M.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,30,32
MIS 49Y.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,30,27
MIS 577.03,ALL,ALL,Consent Of Instructor,0
MATH101.01,ALL,ALL,250,195
MATH101.02,ALL,ALL,250,199
MATH102.01,ALL,ALL,250,325
MATH102.02,ALL,ALL,250,250
MATH102.03,ALL,ALL,250,216
MATH102.04,ALL,ALL,250,228
MATH102.05,ALL,ALL,250,102
MATH106.01,ALL,ALL,250,239
MATH106.02,ALL,ALL,250,202
MATH111.01,ALL,ALL,Unlimited,105
MATH131.01,ALL,ALL,Unlimited,23
MATH132.01,ALL,ALL,Unlimited,79
MATH162.01,ALL,ALL,60,64
MATH162.02,ALL,ALL,60,60
MATH201.01,ALL,ALL,300,308
MATH201.02,ALL,ALL,3000,294
