Code,Department,Status,Quota,Current Quota
CMPE487.01,ALL,ALL,Consent Of Instructor,20
CMPE489.01,ALL,ALL,Consent Of Instructor,26
CMPE491.01,ALL,ALL,Consent Of Instructor,4
CMPE492.01,ALL,ALL,Consent Of Instructor,56
CMPE493.01,ALL,ALL,Consent Of Instructor,43
CMPE496.01,ALL,ALL,30,30
CMPE498.01,ALL,UNDERGRADUATE,10,5
CMPE498.01,COMPUTER ENGINEERING,UNDERGRADUATE,25,7
CMPE49G.01,ALL,UNDERGRADUATE,5,4
CMPE49G.01,COMPUTER ENGINEERING,UNDERGRADUATE,25,2
CMPE532.01,ALL,ALL,25,10
CMPE538.01,ALL,ALL,Consent Of Instructor,13
CMPE579.01,ALL,ALL,Consent Of Instructor,16
CMPE587.01,ALL,ALL,Consent Of Instructor,6
CMPE58M.01,COMPUTER ENGINEERING,UNDERGRADUATE,5,3
CMPE58P.01,ALL,ALL,Consent Of Instructor,22
CMPE58W.01,COMPUTER ENGINEERING,UNDERGRADUATE,5,0
CMPE591.01,ALL,ALL,Consent Of Instructor,11
CMPE594.01,COMPUTER ENGINEERING,UNDERGRADUATE,5,0
CMPE599.01,ALL,ALL,Consent Of Instructor,2
CMPE599.02,ALL,ALL,Consent Of Instructor,1
CMPE599.03,ALL,ALL,Consent Of Instructor,1
CMPE599.04,ALL,ALL,Consent Of Instructor,1
CMPE599.05,ALL,ALL,Consent Of Instructor,0
CMPE599.06,ALL,ALL,Consent Of Instructor,0
CMPE599.07,ALL,ALL,Consent Of Instructor,1
CMPE599.08,ALL,ALL,Consent Of Instructor,1
CMPE599.09,ALL,ALL,Consent Of Instructor,0
CMPE599.10,ALL,ALL,Consent Of Instructor,0
CMPE599.11,ALL,ALL,Consent Of Instructor,0
CMPE599.12,ALL,ALL,Consent Of Instructor,2
CMPE599.16,ALL,ALL,Consent Of Instructor,0
CMPE59A.05,ALL,ALL,Consent Of Instructor,1
CMPE59A.08,ALL,ALL,Consent Of Instructor,0
CMPE59A.10,ALL,ALL,Consent Of Instructor,2
CMPE59F.01,ALL,ALL,Consent Of Instructor,8
CMPE59G.01,COMPUTER ENGINEERING,UNDERGRADUATE,10,0
CMPE59G.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,5,0
CMPE59G.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,5,0
CMPE59U.01,ALL,ALL,Consent Of Instructor,13
CMPE690.01,ALL,ALL,Consent Of Instructor,4
CMPE690.02,ALL,ALL,Consent Of Instructor,4
CMPE690.03,ALL,ALL,Consent Of Instructor,9
CMPE690.04,ALL,ALL,Consent Of Instructor,12
CMPE690.06,ALL,ALL,Consent Of Instructor,3
CMPE690.07,ALL,ALL,Consent Of Instructor,1
CMPE690.08,ALL,ALL,Consent Of Instructor,2
CMPE690.09,ALL,ALL,Consent Of Instructor,1
CMPE690.10,ALL,ALL,Consent Of Instructor,2
CMPE690.11,ALL,ALL,Consent Of Instructor,3
CMPE690.12,ALL,ALL,Consent Of Instructor,12
CMPE690.13,ALL,ALL,Consent Of Instructor,2
CMPE690.14,ALL,ALL,Consent Of Instructor,2
CMPE690.15,ALL,ALL,Consent Of Instructor,2
CMPE690.16,ALL,ALL,Consent Of Instructor,6
CMPE690.17,ALL,ALL,Consent Of Instructor,2
CMPE690.18,ALL,ALL,Consent Of Instructor,3
CMPE690.19,ALL,ALL,Consent Of Instructor,2
CMPE690.20,ALL,ALL,Consent Of Instructor,5
CMPE690.21,ALL,ALL,Consent Of Instructor,14
CMPE690.22,ALL,ALL,Consent Of Instructor,0
CMPE690.23,ALL,ALL,Consent Of Instructor,1
CMPE699.01,ALL,ALL,Consent Of Instructor,0
CMPE699.07,ALL,ALL,Consent Of Instructor,0
CMPE699.08,ALL,ALL,Consent Of Instructor,2
CMPE699.09,ALL,ALL,Consent Of Instructor,0
CMPE699.15,ALL,ALL,Consent Of Instructor,1
CMPE69A.13,ALL,ALL,Consent Of Instructor,0
CMPE69A.14,ALL,ALL,Consent Of Instructor,1
CMPE700.01,ALL,ALL,Consent Of Instructor,5
CMPE790.01,ALL,ALL,Consent Of Instructor,3
CMPE790.02,ALL,ALL,Consent Of Instructor,3
CMPE790.03,ALL,ALL,Consent Of Instructor,2
CMPE790.04,ALL,ALL,Consent Of Instructor,0
CMPE790.06,ALL,ALL,Consent Of Instructor,2
CMPE790.07,ALL,ALL,Consent Of Instructor,1
CMPE790.08,ALL,ALL,Consent Of Instructor,0
CMPE790.09,ALL,ALL,Consent Of Instructor,7
CMPE790.10,ALL,ALL,Consent Of Instructor,1
CMPE790.11,ALL,ALL,Consent Of Instructor,1
CMPE790.12,ALL,ALL,Consent Of Instructor,5
CMPE790.13,ALL,ALL,Consent Of Instructor,3
CMPE790.14,ALL,ALL,Consent Of Instructor,3
CMPE790.15,ALL,ALL,Consent Of Instructor,0
CMPE790.16,ALL,ALL,Consent Of Instructor,0
CMPE790.17,ALL,ALL,Consent Of Instructor,4
CMPE790.18,ALL,ALL,Consent Of Instructor,0
CMPE790.19,ALL,ALL,Consent Of Instructor,0
CMPE790.20,ALL,ALL,Consent Of Instructor,0
CMPE790.21,ALL,ALL,Consent Of Instructor,2
CMPE790.22,ALL,ALL,Consent Of Instructor,0
CEM 501.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Unlimited,20
CEM 509.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Unlimited,21
CEM 511.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Unlimited,20
CEM 512.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Consent Of Instructor,4
CEM 516.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Consent Of Instructor,21
CEM 520.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Unlimited,20
CEM 581.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Consent Of Instructor,4
CEM 598.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Consent Of Instructor,2
CCS 690.01,ALL,ALL,Consent Of Instructor,2
PRED501.01,EARLY CHILDHOOD EDUCATION,ALL,Unlimited,6
PRED502.01,ALL,ALL,Consent Of Instructor,12
PRED521.01,EARLY CHILDHOOD EDUCATION,ALL,Unlimited,1
PRED570.01,ALL,ALL,Consent Of Instructor,3
PRED690.01,EARLY CHILDHOOD EDUCATION,ALL,Consent Of Instructor,3
PRED690.02,EARLY CHILDHOOD EDUCATION,ALL,0,0
PRED690.03,EARLY CHILDHOOD EDUCATION,ALL,Consent Of Instructor,6
PRED690.04,EARLY CHILDHOOD EDUCATION,ALL,Consent Of Instructor,4
PRED690.05,EARLY CHILDHOOD EDUCATION,ALL,Consent Of Instructor,1
EQE 579.01,ALL,ALL,Consent Of Instructor,8
EQE 582.01,ALL,ALL,Consent Of Instructor,7
EQE 583.01,ALL,ALL,Consent Of Instructor,3
EQE 585.01,ALL,ALL,Consent Of Instructor,6
EQE 588.01,ALL,ALL,Consent Of Instructor,5
EQE 681.01,ALL,ALL,Consent Of Instructor,4
EQE 687.01,ALL,ALL,Consent Of Instructor,6
EQE 690.03,ALL,ALL,Consent Of Instructor,1
EQE 690.05,ALL,ALL,Consent Of Instructor,1
EQE 690.06,ALL,ALL,Consent Of Instructor,6
EQE 690.08,ALL,ALL,Consent Of Instructor,5
EQE 690.09,ALL,ALL,Consent Of Instructor,11
EQE 690.10,ALL,ALL,Consent Of Instructor,3
EQE 700.01,ALL,ALL,Consent Of Instructor,5
EQE 790.03,ALL,ALL,Consent Of Instructor,0
EQE 790.05,ALL,ALL,Consent Of Instructor,6
EQE 790.06,ALL,ALL,Consent Of Instructor,3
EQE 790.08,ALL,ALL,Consent Of Instructor,3
EQE 790.09,ALL,ALL,Consent Of Instructor,4
EQE 790.10,ALL,ALL,Consent Of Instructor,3
EC 102.01,ECONOMICS,UNDERGRADUATE,Unlimited,44
EC 102.01,MANAGEMENT,UNDERGRADUATE,Unlimited,32
EC 102.01,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,Unlimited,34
EC 102.02,ECONOMICS,UNDERGRADUATE,Unlimited,30
EC 102.02,MANAGEMENT,UNDERGRADUATE,Unlimited,32
EC 102.02,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,Unlimited,31
EC 102.03,ECONOMICS,UNDERGRADUATE,Unlimited,38
EC 102.03,MANAGEMENT,UNDERGRADUATE,Unlimited,55
EC 102.03,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,Unlimited,34
EC 102.04,ALL,ALL,Consent Of Instructor,127
EC 102.05,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,125
EC 102.05,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,125
EC 102.05,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,124
EC 102.05,PHYSICS,UNDERGRADUATE,Unlimited,124
EC 102.06,CHEMICAL ENGINEERING,UNDERGRADUATE,Unlimited,137
EC 102.06,PHILOSOPHY,UNDERGRADUATE,10,15
EC 102.07,PHILOSOPHY,UNDERGRADUATE,10,9
EC 102.07,SOCIOLOGY,UNDERGRADUATE,Unlimited,79
EC 102.08,CIVIL ENGINEERING,UNDERGRADUATE,Unlimited,117
EC 102.09,HISTORY,UNDERGRADUATE,Unlimited,117
EC 104.01,ECONOMICS,UNDERGRADUATE,Unlimited,138
EC 205.01,MANAGEMENT,UNDERGRADUATE,70,87
EC 205.02,MANAGEMENT,UNDERGRADUATE,70,98
EC 206.01,ECONOMICS,UNDERGRADUATE,Unlimited,71
EC 206.02,ECONOMICS,UNDERGRADUATE,Unlimited,76
EC 208.01,ECONOMICS,UNDERGRADUATE,70,69
EC 208.02,ECONOMICS,UNDERGRADUATE,70,80
EC 223.01,ECONOMICS,UNDERGRADUATE,Unlimited,99
EC 234.01,ECONOMICS,UNDERGRADUATE,Unlimited,76
EC 234.02,ECONOMICS,UNDERGRADUATE,Unlimited,58
EC 301.01,ECONOMICS,UNDERGRADUATE,30,32
EC 306.01,ECONOMICS,UNDERGRADUATE,70,22
EC 332.01,ECONOMICS,UNDERGRADUATE,70,28
EC 358.01,ECONOMICS,UNDERGRADUATE,30,67
EC 361.01,ECONOMICS,UNDERGRADUATE,70,58
EC 406.01,ECONOMICS,UNDERGRADUATE,30,56
EC 407.01,ECONOMICS,UNDERGRADUATE,30,66
EC 412.01,ECONOMICS,UNDERGRADUATE,70,73
EC 449.01,ECONOMICS,UNDERGRADUATE,30,38
EC 454.01,ALL,ALL,Consent Of Instructor,0
EC 470.01,ECONOMICS,UNDERGRADUATE,Unlimited,89
EC 474.01,ECONOMICS,UNDERGRADUATE,70,48
EC 480.01,ECONOMICS,UNDERGRADUATE,40,44
EC 483.01,ECONOMICS,UNDERGRADUATE,30,36
EC 488.01,ALL,ALL,Consent Of Instructor,5
EC 48E.01,ECONOMICS,UNDERGRADUATE,30,36
EC 48I.01,ECONOMICS,UNDERGRADUATE,40,41
EC 48K.01,ECONOMICS,UNDERGRADUATE,30,29
EC 48N.01,ALL,ALL,Consent Of Instructor,0
EC 48T.01,ECONOMICS,UNDERGRADUATE,40,40
EC 48Z.01,ECONOMICS,UNDERGRADUATE,30,23
ED 541.01,ALL,ALL,Consent Of Instructor,2
ED 558.01,EDUCATIONAL SCIENCES,ALL,Consent Of Instructor,1
ED 564.01,ALL,ALL,Consent Of Instructor,1
ED 588.01,ALL,ALL,Consent Of Instructor,0
ED 58U.01,ALL,ALL,Consent Of Instructor,2
ED 700.01,ALL,ALL,Consent Of Instructor,5
ED 700.02,ALL,ALL,Consent Of Instructor,0
ED 700.03,ALL,ALL,Consent Of Instructor,0
ED 790.02,ALL,ALL,Consent Of Instructor,4
ED 790.05,ALL,ALL,Consent Of Instructor,3
ED 790.07,ALL,ALL,Consent Of Instructor,2
CET 582.03,ALL,ALL,Consent Of Instructor,1
CET 582.04,ALL,ALL,Consent Of Instructor,0
CET 586.01,ALL,ALL,Consent Of Instructor,2
CET 690.07,ALL,ALL,Consent Of Instructor,4
EE 101.01,ALL,ALL,Consent Of Instructor,0
EE 101.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,117
EE 201.01,ALL,ALL,Consent Of Instructor,0
EE 201.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,5
EE 210.01,ALL,ALL,Unlimited,111
EE 212.01,ALL,ALL,Consent Of Instructor,2
EE 212.01,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,114
EE 214.01,ALL,ALL,Consent Of Instructor,3
EE 214.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,85
EE 232.01,ALL,ALL,Consent Of Instructor,3
EE 232.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,89
EE 244.01,ALL,ALL,Consent Of Instructor,0
EE 244.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,85
EE 272.01,ALL,ALL,Consent Of Instructor,0
EE 272.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,94
EE 304.01,ALL,ALL,Consent Of Instructor,0
EE 304.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,80
EE 330.01,ALL,ALL,Consent Of Instructor,0
EE 330.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,5
EE 334.01,ALL,ALL,Consent Of Instructor,0
EE 334.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,39
EE 336.01,ALL,ALL,Consent Of Instructor,0
EE 336.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,29
EE 342.01,ALL,ALL,Consent Of Instructor,1
EE 342.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,39
EE 364.01,ALL,ALL,Consent Of Instructor,0
EE 364.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,6
EE 372.01,ALL,ALL,Consent Of Instructor,1
EE 372.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,36
EE 400.01,ALL,ALL,Consent Of Instructor,32
EE 432.01,ALL,ALL,Consent Of Instructor,0
EE 432.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,17
EE 438.01,ALL,ALL,Consent Of Instructor,0
EE 438.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,13
EE 450.01,ALL,ALL,Consent Of Instructor,0
EE 450.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,38
EE 457.01,ALL,ALL,Consent Of Instructor,3
EE 457.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,29
EE 460.01,ALL,ALL,Consent Of Instructor,3
EE 460.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,24
EE 475.01,ALL,ALL,Consent Of Instructor,0
EE 475.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,43
EE 491.01,ALL,ALL,Consent Of Instructor,1
EE 492.01,ALL,ALL,Consent Of Instructor,43
EE 536.01,ALL,ALL,Consent Of Instructor,2
EE 536.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,8
EE 544.01,ALL,ALL,Consent Of Instructor,0
EE 544.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,4
EE 553.01,ALL,ALL,Consent Of Instructor,2
EE 553.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,15
EE 562.01,ALL,ALL,Consent Of Instructor,3
EE 564.01,ALL,ALL,Consent Of Instructor,2
EE 564.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,3
EE 570.01,ALL,ALL,Consent Of Instructor,0
EE 570.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,3
EE 572.01,ALL,ALL,Consent Of Instructor,3
EE 572.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,4
EE 575.01,ALL,ALL,Consent Of Instructor,7
EE 575.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,17
EE 576.01,ALL,ALL,Consent Of Instructor,1
EE 576.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,16
EE 578.01,ALL,ALL,Consent Of Instructor,0
EE 578.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,9
EE 580.01,ALL,ALL,Consent Of Instructor,3
EE 580.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,5
EE 58A.01,ALL,ALL,Consent Of Instructor,3
EE 58A.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,18
EE 58J.01,ALL,ALL,Consent Of Instructor,0
EE 58J.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,5
EE 628.01,ALL,ALL,Consent Of Instructor,0
EE 628.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,5
EE 632.01,ALL,ALL,Consent Of Instructor,0
EE 632.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,5
EE 638.01,ALL,ALL,Consent Of Instructor,0
EE 638.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,3
EE 653.01,ALL,ALL,Consent Of Instructor,2
EE 653.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,4
EE 680.01,ALL,ALL,Consent Of Instructor,0
EE 680.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,6
EE 685.01,ALL,ALL,Consent Of Instructor,0
EE 685.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,0,2
EE 690.01,ALL,ALL,Consent Of Instructor,0
EE 690.02,ALL,ALL,Consent Of Instructor,2
EE 690.03,ALL,ALL,Consent Of Instructor,10
EE 690.04,ALL,ALL,Consent Of Instructor,0
EE 690.05,ALL,ALL,Consent Of Instructor,2
EE 690.06,ALL,ALL,Consent Of Instructor,6
EE 690.07,ALL,ALL,Consent Of Instructor,0
EE 690.08,ALL,ALL,Consent Of Instructor,1
EE 690.09,ALL,ALL,Consent Of Instructor,1
EE 690.10,ALL,ALL,Consent Of Instructor,1
EE 690.11,ALL,ALL,Consent Of Instructor,3
EE 690.12,ALL,ALL,Consent Of Instructor,0
EE 690.13,ALL,ALL,Consent Of Instructor,1
EE 690.14,ALL,ALL,Consent Of Instructor,2
EE 690.15,ALL,ALL,Consent Of Instructor,5
EE 690.16,ALL,ALL,Consent Of Instructor,4
EE 690.17,ALL,ALL,Consent Of Instructor,1
EE 690.18,ALL,ALL,Consent Of Instructor,0
EE 690.19,ALL,ALL,Consent Of Instructor,4
EE 690.20,ALL,ALL,Consent Of Instructor,1
EE 690.21,ALL,ALL,Consent Of Instructor,1
EE 690.22,ALL,ALL,Consent Of Instructor,1
EE 690.23,ALL,ALL,Consent Of Instructor,0
EE 699.01,ALL,ALL,Consent Of Instructor,4
EE 790.01,ALL,ALL,Consent Of Instructor,3
EE 790.02,ALL,ALL,Consent Of Instructor,2
EE 790.03,ALL,ALL,Consent Of Instructor,4
EE 790.04,ALL,ALL,Consent Of Instructor,0
EE 790.05,ALL,ALL,Consent Of Instructor,1
EE 790.06,ALL,ALL,Consent Of Instructor,1
EE 790.07,ALL,ALL,Consent Of Instructor,0
EE 790.08,ALL,ALL,Consent Of Instructor,0
EE 790.09,ALL,ALL,Consent Of Instructor,0
EE 790.10,ALL,ALL,Consent Of Instructor,0
EE 790.11,ALL,ALL,Consent Of Instructor,5
EE 790.12,ALL,ALL,Consent Of Instructor,1
EE 790.13,ALL,ALL,Consent Of Instructor,1
EE 790.14,ALL,ALL,Consent Of Instructor,1
EE 790.15,ALL,ALL,Consent Of Instructor,3
EE 790.16,ALL,ALL,Consent Of Instructor,0
EE 790.17,ALL,ALL,Consent Of Instructor,1
EE 790.18,ALL,ALL,Consent Of Instructor,0
EE 790.19,ALL,ALL,Consent Of Instructor,2
EE 790.20,ALL,ALL,Consent Of Instructor,2
EE 790.21,ALL,ALL,Consent Of Instructor,1
EE 790.22,ALL,ALL,Consent Of Instructor,1
EE 790.23,ALL,ALL,Consent Of Instructor,0
ETM 586.01,ALL,ALL,Consent Of Instructor,18
ETM 599.01,ALL,ALL,Consent Of Instructor,10
ESC 301.01,ALL,ALL,120,178
ESC 301.02,ALL,ALL,100,182
ESC 307.01,ALL,ALL,Consent Of Instructor,68
ESC 315.01,ALL,ALL,100,96
ESC 351.01,ALL,ALL,Consent Of Instructor,110
ESC 351.02,ALL,ALL,250,304
ESC 520.01,ALL,ALL,Consent Of Instructor,5
ESC 526.01,ALL,ALL,Consent Of Instructor,0
ESC 528.01,ALL,ALL,Consent Of Instructor,1
ESC 530.01,ALL,ALL,Consent Of Instructor,0
ESC 530.01,ENVIRONMENTAL SCIENCES,ALL,Unlimited,13
ESC 530.01,ENVIRONMENTAL TECHNOLOGY,ALL,Unlimited,2
ESC 549.01,ALL,ALL,Consent Of Instructor,22
ESC 551.01,ALL,ALL,Consent Of Instructor,3
ESC 554.01,ALL,ALL,Consent Of Instructor,12
ESC 555.01,ALL,ALL,Consent Of Instructor,12
ESC 558.01,ALL,ALL,Consent Of Instructor,9
ESC 569.01,ALL,ALL,Consent Of Instructor,3
ESC 572.01,ALL,ALL,Consent Of Instructor,8
ESC 579.01,ALL,ALL,Consent Of Instructor,8
ESC 590.01,ALL,ALL,Consent Of Instructor,13
ESC 690.03,ALL,ALL,Consent Of Instructor,1
ESC 690.05,ALL,ALL,Consent Of Instructor,3
ESC 690.09,ALL,ALL,Consent Of Instructor,1
ESC 690.10,ALL,ALL,Consent Of Instructor,1
ESC 690.11,ALL,ALL,Consent Of Instructor,1
ESC 690.12,ALL,ALL,Consent Of Instructor,1
ESC 690.13,ALL,ALL,Consent Of Instructor,1
ESC 690.14,ALL,ALL,Consent Of Instructor,6
ESC 690.15,ALL,ALL,Consent Of Instructor,1
ESC 690.16,ALL,ALL,Consent Of Instructor,5
ESC 690.17,ALL,ALL,Consent Of Instructor,0
ESC 690.18,ALL,ALL,Consent Of Instructor,1
ESC 690.19,ALL,ALL,Consent Of Instructor,2
ESC 690.20,ALL,ALL,Consent Of Instructor,1
ESC 690.21,ALL,ALL,Consent Of Instructor,0
ESC 690.22,ALL,ALL,Consent Of Instructor,4
ESC 690.24,ALL,ALL,Consent Of Instructor,8
ESC 690.25,ALL,ALL,Consent Of Instructor,6
ESC 700.01,ALL,ALL,Consent Of Instructor,6
ESC 790.03,ALL,ALL,Consent Of Instructor,2
ESC 790.05,ALL,ALL,Consent Of Instructor,4
ESC 790.09,ALL,ALL,Consent Of Instructor,4
ESC 790.10,ALL,ALL,Consent Of Instructor,5
ESC 790.11,ALL,ALL,Consent Of Instructor,1
ESC 790.12,ALL,ALL,Consent Of Instructor,3
ESC 790.13,ALL,ALL,Consent Of Instructor,2
ESC 790.14,ALL,ALL,Consent Of Instructor,0
ESC 790.15,ALL,ALL,Consent Of Instructor,1
ESC 790.16,ALL,ALL,Consent Of Instructor,5
ESC 790.17,ALL,ALL,Consent Of Instructor,3
ESC 790.18,ALL,ALL,Consent Of Instructor,3
ESC 790.19,ALL,ALL,Consent Of Instructor,0
ESC 790.20,ALL,ALL,Consent Of Instructor,1
ESC 790.21,ALL,ALL,Consent Of Instructor,0
ESC 790.22,ALL,ALL,Consent Of Instructor,0
ESC 790.24,ALL,ALL,Consent Of Instructor,1
ESC 790.25,ALL,ALL,Consent Of Instructor,1
ESC 504.01,ALL,ALL,Consent Of Instructor,2
ESC 514.01,ALL,ALL,Consent Of Instructor,3
ESC 517.01,ALL,ALL,Consent Of Instructor,1
ESC 521.01,ALL,ALL,Consent Of Instructor,0
ESC 536.01,ALL,ALL,Consent Of Instructor,0
ESC 564.01,ALL,ALL,Consent Of Instructor,2
ESC 632.01,ALL,ALL,Consent Of Instructor,1
ADEX504.01,ALL,ALL,10,0
ADEX504.02,ALL,ALL,Consent Of Instructor,0
ADEX507.01,ALL,ALL,Consent Of Instructor,0
ADEX508.01,ALL,ALL,Consent Of Instructor,0
ADEX509.01,ALL,ALL,Consent Of Instructor,0
ADEX511.01,ALL,ALL,Consent Of Instructor,0
ADEX514.01,ALL,ALL,Consent Of Instructor,0
ADEX515.01,ALL,ALL,Consent Of Instructor,0
ADEX517.01,ALL,ALL,Consent Of Instructor,0
ADEX521.01,ALL,ALL,Consent Of Instructor,0
ADEX528.01,ALL,ALL,Consent Of Instructor,0
ADEX534.01,ALL,ALL,Consent Of Instructor,0
ADEX537.01,ALL,ALL,Consent Of Instructor,0
ADEX537.02,ALL,ALL,Consent Of Instructor,0
ADEX540.01,ALL,ALL,Consent Of Instructor,0
ADEX550.01,ALL,ALL,Consent Of Instructor,0
ADEX557.01,ALL,ALL,17,0
ADEX557.02,ALL,ALL,18,0
ADEX559.01,ALL,ALL,Consent Of Instructor,0
ADEX560.01,ALL,ALL,Consent Of Instructor,0
ADEX572.01,ALL,ALL,Consent Of Instructor,0
ADEX573.01,ALL,ALL,Consent Of Instructor,0
ADEX58V.01,ALL,ALL,Consent Of Instructor,0
ADEX58Y.01,ALL,ALL,Consent Of Instructor,0
ADEX58Z.01,ALL,ALL,Consent Of Instructor,0
ADEX593.01,ALL,ALL,Consent Of Instructor,0
ADEX593.02,ALL,ALL,Consent Of Instructor,0
ADEX593.03,ALL,ALL,Consent Of Instructor,0
ADEX593.04,ALL,ALL,Consent Of Instructor,1
ADEX593.06,ALL,ALL,Consent Of Instructor,0
ADEX593.07,ALL,ALL,Consent Of Instructor,0
ADEX593.08,ALL,ALL,Consent Of Instructor,0
ADEX593.09,ALL,ALL,Consent Of Instructor,0
ADEX593.10,ALL,ALL,Consent Of Instructor,0
ADEX593.12,ALL,ALL,Consent Of Instructor,0
ADEX593.14,ALL,ALL,Consent Of Instructor,0
ADEX593.15,ALL,ALL,Consent Of Instructor,0
ADEX593.16,ALL,ALL,Consent Of Instructor,0
ADEX593.17,ALL,ALL,Consent Of Instructor,0
ADEX593.18,ALL,ALL,Consent Of Instructor,0
ADEX593.20,ALL,ALL,Consent Of Instructor,0
ADEX593.21,ALL,ALL,Consent Of Instructor,0
ADEX594.01,ALL,ALL,Consent Of Instructor,0
ADEX594.02,ALL,ALL,Consent Of Instructor,0
ADEX594.03,ALL,ALL,Consent Of Instructor,0
ADEX594.04,ALL,ALL,Consent Of Instructor,0
ADEX594.06,ALL,ALL,Consent Of Instructor,0
ADEX594.07,ALL,ALL,Consent Of Instructor,0
ADEX594.08,ALL,ALL,Consent Of Instructor,0
ADEX594.09,ALL,ALL,Consent Of Instructor,0
ADEX594.10,ALL,ALL,Consent Of Instructor,0
ADEX594.12,ALL,ALL,Consent Of Instructor,0
ADEX594.14,ALL,ALL,Consent Of Instructor,0
ADEX594.15,ALL,ALL,Consent Of Instructor,0
ADEX594.16,ALL,ALL,Consent Of Instructor,0
ADEX594.17,ALL,ALL,Consent Of Instructor,0
ADEX594.18,ALL,ALL,Consent Of Instructor,0
ADEX594.20,ALL,ALL,Consent Of Instructor,0
ADEX594.21,ALL,ALL,Consent Of Instructor,0
ADEX597.01,ALL,ALL,Consent Of Instructor,0
ADEX597.02,ALL,ALL,Consent Of Instructor,0
ADEX597.03,ALL,ALL,Consent Of Instructor,0
ADEX597.04,ALL,ALL,Consent Of Instructor,0
ADEX597.06,ALL,ALL,Consent Of Instructor,0
ADEX597.07,ALL,ALL,Consent Of Instructor,0
ADEX597.08,ALL,ALL,Consent Of Instructor,0
