Code,Department,Status,Quota,Current Quota,Availability
HIST106.13,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4,Full
HIST106.13,HISTORY,UNDERGRADUATE,6,5,Available
HIST106.13,LINGUISTICS,UNDERGRADUATE,3,3,Full
HIST106.13,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2,Full
HIST106.13,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.13,PSYCHOLOGY,UNDERGRADUATE,8,11,Try to get consent
HIST106.13,SOCIOLOGY,UNDERGRADUATE,3,3,Full
HIST106.14,ECONOMICS,UNDERGRADUATE,2,3,Try to get consent
HIST106.14,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4,Full
HIST106.14,HISTORY,UNDERGRADUATE,3,4,Try to get consent
HIST106.14,LINGUISTICS,UNDERGRADUATE,3,3,Full
HIST106.14,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2,Full
HIST106.14,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,5,Full
HIST106.14,PSYCHOLOGY,UNDERGRADUATE,8,9,Try to get consent
HIST106.14,SOCIOLOGY,UNDERGRADUATE,3,3,Full
HIST106.15,ECONOMICS,UNDERGRADUATE,2,2,Full
HIST106.15,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4,Full
HIST106.15,HISTORY,UNDERGRADUATE,6,11,Try to get consent
HIST106.15,LINGUISTICS,UNDERGRADUATE,3,3,Full
HIST106.15,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2,Full
HIST106.15,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,5,Full
HIST106.15,PSYCHOLOGY,UNDERGRADUATE,8,8,Full
HIST106.16,CIVIL ENGINEERING,UNDERGRADUATE,3,3,Full
HIST106.16,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,3,Full
HIST106.16,HISTORY,UNDERGRADUATE,6,7,Try to get consent
HIST106.16,LINGUISTICS,UNDERGRADUATE,4,4,Full
HIST106.16,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,5,Full
HIST106.16,PSYCHOLOGY,UNDERGRADUATE,8,8,Full
HIST106.17,CIVIL ENGINEERING,UNDERGRADUATE,3,3,Full
HIST106.17,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,5,Try to get consent
HIST106.17,HISTORY,UNDERGRADUATE,6,6,Full
HIST106.17,LINGUISTICS,UNDERGRADUATE,3,3,Full
HIST106.17,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,6,Try to get consent
HIST106.17,PSYCHOLOGY,UNDERGRADUATE,8,10,Try to get consent
HIST106.18,CIVIL ENGINEERING,UNDERGRADUATE,3,3,Full
HIST106.18,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4,Full
HIST106.18,HISTORY,UNDERGRADUATE,6,9,Try to get consent
HIST106.18,LINGUISTICS,UNDERGRADUATE,3,3,Full
HIST106.18,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,5,Full
HIST106.18,PSYCHOLOGY,UNDERGRADUATE,8,8,Full
HIST203.01,ALL,ALL,30,31,Try to get consent
HIST203.01,HISTORY,ALL,10,12,Try to get consent
HIST210.01,HISTORY,UNDERGRADUATE,30,44,Try to get consent
HIST210.02,HISTORY,UNDERGRADUATE,30,37,Try to get consent
HIST222.01,ALL,ALL,Consent Of Instructor,93,Available
HIST242.01,ALL,ALL,Consent Of Instructor,10,Available
HIST242.01,HISTORY,ALL,Unlimited,82,Available
HIST322.01,ALL,ALL,Consent Of Instructor,131,Available
HIST322.01,HISTORY,ALL,30,45,Try to get consent
HIST334.01,ALL,ALL,25,25,Full
HIST336.01,HISTORY,ALL,Unlimited,44,Available
HIST344.01,ALL,ALL,20,19,Available
HIST344.01,HISTORY,ALL,5,5,Full
HIST351.01,HISTORY,ALL,Unlimited,32,Available
HIST353.01,ALL,ALL,25,33,Try to get consent
HIST354.01,HISTORY,ALL,50,28,Available
HIST354.01,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,ALL,5,2,Available
HIST354.01,PSYCHOLOGY,ALL,5,5,Full
HIST354.01,SOCIOLOGY,ALL,5,7,Try to get consent
HIST354.01,WESTERN LANGUAGES & LITERATURES,ALL,10,10,Full
HIST402.01,ECONOMICS,UNDERGRADUATE,5,0,Available
HIST402.01,HISTORY,UNDERGRADUATE,Unlimited,64,Available
HIST402.01,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,1,Available
HIST402.01,SOCIOLOGY,UNDERGRADUATE,5,5,Full
HIST432.01,ALL,ALL,Consent Of Instructor,34,Available
HIST434.01,ALL,ALL,Consent Of Instructor,46,Available
HIST438.01,ALL,ALL,40,44,Try to get consent
HIST483.01,ALL,ALL,Consent Of Instructor,18,Available
HIST495.01,ALL,ALL,Consent Of Instructor,2,Available
HIST495.02,ALL,ALL,Consent Of Instructor,0,Available
HIST495.03,ALL,ALL,Consent Of Instructor,2,Available
HIST495.05,HISTORY,UNDERGRADUATE,15,7,Available
HIST495.06,ALL,ALL,Consent Of Instructor,1,Available
HIST496.01,ALL,ALL,Consent Of Instructor,15,Available
HIST496.02,ALL,ALL,Consent Of Instructor,0,Available
HIST496.03,ALL,ALL,Consent Of Instructor,0,Available
HIST496.04,ALL,ALL,Consent Of Instructor,1,Available
HIST496.05,HISTORY,UNDERGRADUATE,15,8,Available
HIST496.06,ALL,ALL,Consent Of Instructor,12,Available
HIST497.01,ALL,ALL,60,23,Available
HIST498.01,ALL,ALL,Consent Of Instructor,3,Available
HIST49Z.01,ALL,ALL,Consent Of Instructor,0,Available
HIST502.01,HISTORY,ALL,Unlimited,12,Available
HIST521.01,ALL,ALL,Consent Of Instructor,11,Available
HIST552.01,ALL,ALL,Consent Of Instructor,7,Available
HIST559.01,ALL,ALL,6,7,Try to get consent
HIST572.01,ALL,ALL,Consent Of Instructor,0,Available
HIST574.01,ALL,ALL,Consent Of Instructor,2,Available
HIST579.01,ALL,ALL,Consent Of Instructor,0,Available
HIST585.01,ALL,ALL,Consent Of Instructor,6,Available
HIST58L.01,ALL,ALL,Consent Of Instructor,1,Available
HIST58P.01,ALL,ALL,Consent Of Instructor,1,Available
HIST58T.01,ALL,ALL,Consent Of Instructor,3,Available
HIST58X.01,ALL,ALL,Consent Of Instructor,1,Available
HIST58Z.01,ALL,ALL,Consent Of Instructor,3,Available
HIST598.01,ALL,ALL,Consent Of Instructor,4,Available
HIST59A.01,ALL,ALL,Consent Of Instructor,4,Available
HIST59B.01,ALL,ALL,15,11,Available
HIST59C.01,ALL,ALL,Unlimited,10,Available
HIST683.01,ALL,ALL,Consent Of Instructor,1,Available
HIST684.01,ALL,ALL,Consent Of Instructor,1,Available
HIST690.01,ALL,ALL,Consent Of Instructor,1,Available
HIST690.04,ALL,ALL,Consent Of Instructor,3,Available
HIST690.05,ALL,ALL,Consent Of Instructor,1,Available
HIST690.06,ALL,ALL,Consent Of Instructor,2,Available
HIST690.07,ALL,ALL,Consent Of Instructor,1,Available
HIST690.08,ALL,ALL,Consent Of Instructor,2,Available
HIST690.09,ALL,ALL,Consent Of Instructor,4,Available
HIST690.10,ALL,ALL,Consent Of Instructor,3,Available
HIST690.12,ALL,ALL,Consent Of Instructor,3,Available
HIST690.13,ALL,ALL,Consent Of Instructor,5,Available
HIST690.14,ALL,ALL,Consent Of Instructor,5,Available
HIST690.15,ALL,ALL,Consent Of Instructor,2,Available
HIST690.16,ALL,ALL,Consent Of Instructor,0,Available
HIST690.17,ALL,ALL,Consent Of Instructor,0,Available
HIST690.19,ALL,ALL,Consent Of Instructor,10,Available
HIST690.20,ALL,ALL,Consent Of Instructor,0,Available
HIST690.21,ALL,ALL,Consent Of Instructor,0,Available
HIST700.01,ALL,ALL,Consent Of Instructor,1,Available
HIST790.01,ALL,ALL,Consent Of Instructor,4,Available
HIST790.04,ALL,ALL,Consent Of Instructor,1,Available
HIST790.05,ALL,ALL,Consent Of Instructor,1,Available
HIST790.06,ALL,ALL,Consent Of Instructor,1,Available
HIST790.07,ALL,ALL,Consent Of Instructor,0,Available
HIST790.08,ALL,ALL,Consent Of Instructor,2,Available
HIST790.09,ALL,ALL,Consent Of Instructor,5,Available
HIST790.11,ALL,ALL,Consent Of Instructor,1,Available
HIST790.12,ALL,ALL,Consent Of Instructor,0,Available
HIST790.13,ALL,ALL,Consent Of Instructor,0,Available
HIST790.14,ALL,ALL,Consent Of Instructor,0,Available
HIST790.15,ALL,ALL,Consent Of Instructor,1,Available
LAT 112.01,ALL,ALL,20,13,Available
LAT 212.01,ALL,ALL,10,6,Available
HUM 102.01,CIVIL ENGINEERING,ALL,2,4,Try to get consent
HUM 102.01,ECONOMICS,ALL,1,1,Full
HUM 102.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,2,2,Full
HUM 102.01,LINGUISTICS,ALL,1,2,Try to get consent
HUM 102.01,MANAGEMENT,ALL,4,6,Try to get consent
HUM 102.01,MOLECULAR BIOLOGY & GENETICS,ALL,1,1,Full
HUM 102.01,PSYCHOLOGY,ALL,2,2,Full
HUM 102.01,SOCIOLOGY,ALL,4,4,Full
HUM 102.01,TRANSLATION AND INTERPRETING STUDIES,ALL,1,2,Try to get consent
HUM 102.01,WESTERN LANGUAGES & LITERATURES,ALL,2,8,Try to get consent
HUM 102.03,CIVIL ENGINEERING,ALL,1,1,Full
HUM 102.03,ECONOMICS,ALL,5,5,Full
HUM 102.03,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,1,1,Full
HUM 102.03,MANAGEMENT,ALL,5,5,Full
HUM 102.03,PSYCHOLOGY,ALL,2,2,Full
HUM 102.03,SOCIOLOGY,ALL,4,5,Try to get consent
HUM 102.03,WESTERN LANGUAGES & LITERATURES,ALL,2,8,Try to get consent
HUM 102.05,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,2,2,Full
HUM 102.05,LINGUISTICS,ALL,8,8,Full
HUM 102.05,MOLECULAR BIOLOGY & GENETICS,ALL,7,7,Full
HUM 102.05,PSYCHOLOGY,ALL,2,2,Full
HUM 102.05,TRANSLATION AND INTERPRETING STUDIES,ALL,1,2,Try to get consent
HUM 102.05,WESTERN LANGUAGES & LITERATURES,ALL,1,7,Try to get consent
HUM 102.07,CIVIL ENGINEERING,ALL,1,2,Try to get consent
HUM 102.07,LINGUISTICS,ALL,7,8,Try to get consent
HUM 102.07,MOLECULAR BIOLOGY & GENETICS,ALL,7,6,Available
HUM 102.07,PSYCHOLOGY,ALL,2,2,Full
HUM 102.07,TRANSLATION AND INTERPRETING STUDIES,ALL,1,2,Try to get consent
HUM 102.07,WESTERN LANGUAGES & LITERATURES,ALL,2,7,Try to get consent
IE 120.01,ALL,ALL,Consent Of Instructor,0,Available
IE 120.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,100,93,Available
IE 201.01,ALL,ALL,Consent Of Instructor,0,Available
IE 201.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,70,Try to get consent
IE 202.01,ALL,ALL,Consent Of Instructor,6,Available
IE 202.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,40,34,Available
IE 203.01,ALL,ALL,Consent Of Instructor,0,Available
IE 203.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,91,Try to get consent
IE 220.01,ALL,ALL,Consent Of Instructor,2,Available
IE 220.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,45,Available
IE 256.01,ALL,ALL,Consent Of Instructor,1,Available
IE 256.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,90,96,Try to get consent
IE 306.02,ALL,ALL,100,121,Try to get consent
IE 312.01,ALL,ALL,Consent Of Instructor,3,Available
IE 312.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,21,Available
IE 313.01,ALL,ALL,Consent Of Instructor,1,Available
IE 313.01,INDUSTRIAL ENGINEERING,ALL,60,54,Available
IE 350.01,ALL,ALL,Consent Of Instructor,4,Available
IE 350.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,46,Available
IE 360.01,ALL,ALL,Consent Of Instructor,2,Available
IE 360.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,68,Try to get consent
IE 400.01,ALL,ALL,Consent Of Instructor,12,Available
IE 414.01,ALL,ALL,Consent Of Instructor,0,Available
IE 414.01,INDUSTRIAL ENGINEERING,ALL,12,8,Available
IE 425.01,ALL,ALL,Consent Of Instructor,5,Available
IE 425.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,60,75,Try to get consent
IE 456.01,ALL,ALL,Consent Of Instructor,8,Available
IE 456.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,40,39,Available
IE 48G.01,ALL,ALL,Consent Of Instructor,0,Available
IE 48G.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,25,26,Try to get consent
IE 492.01,ALL,ALL,Consent Of Instructor,0,Available
IE 492.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,90,52,Available
IE 508.01,ALL,ALL,Consent Of Instructor,1,Available
IE 508.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,Unlimited,9,Available
IE 544.01,ALL,ALL,Consent Of Instructor,1,Available
IE 544.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,10,26,Try to get consent
IE 565.01,ALL,ALL,Consent Of Instructor,1,Available
IE 565.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,10,4,Available
IE 587.01,ALL,ALL,Consent Of Instructor,2,Available
IE 587.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,10,7,Available
IE 58D.01,ALL,ALL,Consent Of Instructor,6,Available
IE 611.01,ALL,ALL,Consent Of Instructor,0,Available
IE 611.01,INDUSTRIAL ENGINEERING,ALL,15,8,Available
IE 690.01,ALL,ALL,Consent Of Instructor,25,Available
IE 690.02,ALL,ALL,Consent Of Instructor,4,Available
IE 690.05,ALL,ALL,Consent Of Instructor,0,Available
IE 690.06,ALL,ALL,Consent Of Instructor,3,Available
IE 690.07,ALL,ALL,Consent Of Instructor,2,Available
IE 690.08,ALL,ALL,Consent Of Instructor,4,Available
IE 690.09,ALL,ALL,Consent Of Instructor,0,Available
IE 690.11,ALL,ALL,Consent Of Instructor,5,Available
IE 690.12,ALL,ALL,Consent Of Instructor,0,Available
IE 690.14,ALL,ALL,Consent Of Instructor,1,Available
IE 690.15,ALL,ALL,Consent Of Instructor,2,Available
IE 690.16,ALL,ALL,Consent Of Instructor,0,Available
IE 690.17,ALL,ALL,Consent Of Instructor,1,Available
IE 690.18,ALL,ALL,Consent Of Instructor,5,Available
IE 690.19,ALL,ALL,Consent Of Instructor,0,Available
IE 690.20,ALL,ALL,Consent Of Instructor,0,Available
IE 700.01,ALL,ALL,Consent Of Instructor,0,Available
IE 700.01,INDUSTRIAL ENGINEERING,ALL,Unlimited,9,Available
IE 790.01,ALL,ALL,Consent Of Instructor,2,Available
IE 790.02,ALL,ALL,Consent Of Instructor,6,Available
IE 790.05,ALL,ALL,Consent Of Instructor,0,Available
IE 790.06,ALL,ALL,Consent Of Instructor,1,Available
IE 790.07,ALL,ALL,Consent Of Instructor,0,Available
IE 790.08,ALL,ALL,Consent Of Instructor,2,Available
IE 790.09,ALL,ALL,Consent Of Instructor,1,Available
IE 790.11,ALL,ALL,Consent Of Instructor,1,Available
IE 790.12,ALL,ALL,Consent Of Instructor,0,Available
IE 790.14,ALL,ALL,Consent Of Instructor,0,Available
IE 790.15,ALL,ALL,Consent Of Instructor,0,Available
IE 790.16,ALL,ALL,Consent Of Instructor,0,Available
IE 790.17,ALL,ALL,Consent Of Instructor,0,Available
IE 790.18,ALL,ALL,Consent Of Instructor,0,Available
IE 790.19,ALL,ALL,Consent Of Instructor,0,Available
INCT516.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,2,Available
INCT520.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,5,Available
INCT544.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,4,Available
INCT550.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,4,Available
INCT576.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,3,Available
INCT586.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Unlimited,2,Available
INCT590.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1,Available
INCT590.03,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT590.04,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT590.05,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT590.07,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT590.08,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT590.09,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT590.10,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1,Available
INCT591.01,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1,Available
INCT591.02,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT591.04,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1,Available
INCT591.05,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT591.06,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT591.09,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT591.10,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,1,Available
INCT591.11,INTERNATIONAL COMPETITION AND TRADE,ALL,Consent Of Instructor,0,Available
INCT593.01,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1,Available
INCT593.03,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INCT593.04,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INCT593.05,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INCT593.07,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INCT593.08,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INCT593.09,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INCT593.10,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1,Available
INCT594.01,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1,Available
INCT594.02,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INCT594.04,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1,Available
INCT594.05,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INCT594.06,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INCT594.09,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1,Available
INCT594.10,INTERNATIONAL COMPETITION AND TRADE,ALL,2,1,Available
INCT594.11,INTERNATIONAL COMPETITION AND TRADE,ALL,2,0,Available
INTT112.01,ALL,ALL,Consent Of Instructor,0,Available
INTT112.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,76,Available
INTT122.01,ALL,ALL,Consent Of Instructor,2,Available
INTT122.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,87,Available
INTT132.01,ALL,ALL,Consent Of Instructor,2,Available
INTT132.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,89,Available
INTT162.01,ALL,ALL,Consent Of Instructor,0,Available
INTT162.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,80,Available
INTT212.01,ALL,ALL,Consent Of Instructor,3,Available
INTT212.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,72,Available
INTT228.01,ALL,ALL,Consent Of Instructor,0,Available
INTT228.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,101,Available
INTT252.01,ALL,ALL,Consent Of Instructor,2,Available
INTT252.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,80,Available
INTT254.01,ALL,ALL,Consent Of Instructor,8,Available
INTT254.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,119,Available
INTT277.01,ALL,ALL,Consent Of Instructor,0,Available
INTT277.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,75,Available
INTT304.01,ALL,ALL,Consent Of Instructor,1,Available
INTT304.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,6,Available
INTT322.01,ALL,ALL,Consent Of Instructor,0,Available
INTT322.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,103,Available
INTT323.01,ALL,ALL,Consent Of Instructor,0,Available
INTT323.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,83,Available
INTT334.01,ALL,ALL,Consent Of Instructor,11,Available
INTT334.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,95,Available
INTT341.01,ALL,ALL,Consent Of Instructor,2,Available
INTT341.01,INTERNATIONAL TRADE,UNDERGRADUATE,20,15,Available
INTT362.01,ALL,ALL,Consent Of Instructor,2,Available
INTT362.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,114,Available
INTT378.01,ALL,ALL,Consent Of Instructor,0,Available
INTT378.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,72,Available
INTT400.01,ALL,ALL,Consent Of Instructor,0,Available
INTT400.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,66,Available
INTT413.01,ALL,ALL,Consent Of Instructor,1,Available
INTT413.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,14,Available
INTT434.01,ALL,ALL,Consent Of Instructor,2,Available
INTT434.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,70,Available
INTT438.01,ALL,ALL,Consent Of Instructor,3,Available
INTT438.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,94,Available
INTT442.01,ALL,ALL,Consent Of Instructor,0,Available
INTT442.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,69,Available
INTT453.01,ALL,ALL,Consent Of Instructor,3,Available
INTT453.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,10,Available
INTT458.01,ALL,ALL,Consent Of Instructor,11,Available
INTT458.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,46,Available
INTT48G.01,ALL,ALL,Consent Of Instructor,1,Available
INTT48G.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,2,Available
INTT48I.01,ALL,ALL,Consent Of Instructor,4,Available
INTT48I.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,23,Available
INTT48L.01,ALL,ALL,Consent Of Instructor,0,Available
INTT48L.01,INTERNATIONAL TRADE,UNDERGRADUATE,Unlimited,11,Available
INTT514.01,ALL,ALL,Consent Of Instructor,2,Available
INTT534.01,ALL,ALL,Consent Of Instructor,2,Available
INTT544.01,ALL,ALL,Consent Of Instructor,1,Available
INTT551.01,ALL,ALL,Consent Of Instructor,2,Available
INTT579.01,ALL,ALL,Consent Of Instructor,0,Available
INTT584.01,ALL,ALL,Consent Of Instructor,0,Available
INTT585.01,ALL,ALL,Consent Of Instructor,2,Available
INTT592.01,INTERNATIONAL TRADE MANAGEMENT,ALL,7,5,Available
INTT592.02,INTERNATIONAL TRADE MANAGEMENT,ALL,7,2,Available
INTT592.04,INTERNATIONAL TRADE MANAGEMENT,ALL,7,1,Available
INTT592.05,INTERNATIONAL TRADE MANAGEMENT,ALL,7,1,Available
INTT592.06,INTERNATIONAL TRADE MANAGEMENT,ALL,7,2,Available
INTT592.08,INTERNATIONAL TRADE MANAGEMENT,ALL,7,0,Available
INTT592.09,INTERNATIONAL TRADE MANAGEMENT,ALL,7,1,Available
INTT592.10,INTERNATIONAL TRADE MANAGEMENT,ALL,7,2,Available
INTT592.11,INTERNATIONAL TRADE MANAGEMENT,ALL,7,1,Available
INTT690.01,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,3,Available
INTT690.03,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,0,Available
INTT690.04,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,3,Available
INTT690.05,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,1,Available
INTT690.06,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,3,Available
INTT690.08,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,1,Available
INTT690.09,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,3,Available
INTT690.10,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,0,Available
INTT690.11,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,6,Available
INTT690.12,INTERNATIONAL TRADE MANAGEMENT,ALL,Consent Of Instructor,0,Available
LAW 101.01,ALL,UNDERGRADUATE,60,53,Available
LAW 102.01,ALL,UNDERGRADUATE,40,25,Available
LAW 104.01,LAW PR.,UNDERGRADUATE,25,9,Available
LAW 106.01,LAW PR.,UNDERGRADUATE,25,10,Available
LS 670.01,ALL,ALL,Consent Of Instructor,2,Available
LS 670.02,ALL,ALL,Consent Of Instructor,1,Available
LS 670.03,ALL,ALL,Consent Of Instructor,1,Available
LS 790.13,ALL,ALL,Consent Of Instructor,1,Available
CAU 101.01,ALL,ALL,10,22,Try to get consent
CAU 101.01,LINGUISTICS,ALL,3,3,Full
CAU 101.01,LINGUISTICS,ALL,7,4,Available
CAU 111.01,ALL,ALL,10,12,Try to get consent
CAU 111.01,LINGUISTICS,ALL,3,3,Full
CAU 111.01,LINGUISTICS,ALL,7,1,Available
CAU 112.01,ALL,ALL,10,3,Available
CAU 112.01,LINGUISTICS,ALL,3,2,Available
CAU 112.01,LINGUISTICS,ALL,7,2,Available
CAU 121.01,ALL,ALL,10,10,Full
CAU 121.01,LINGUISTICS,ALL,3,3,Full
CAU 121.01,LINGUISTICS,ALL,7,1,Available
CAU 122.01,ALL,ALL,10,1,Available
CAU 122.01,LINGUISTICS,ALL,3,3,Full
CAU 122.01,LINGUISTICS,ALL,7,0,Available
LING101.01,LINGUISTICS,ALL,Consent Of Instructor,0,Available
LING101.01,LINGUISTICS,ALL,10,18,Try to get consent
LING101.01,TRANSLATION AND INTERPRETING STUDIES,ALL,Consent Of Instructor,0,Available
LING101.01,TRANSLATION AND INTERPRETING STUDIES,ALL,70,68,Available
LING101.02,ALL,ALL,Consent Of Instructor,74,Available
LING101.02,WESTERN LANGUAGES & LITERATURES,ALL,70,71,Try to get consent
LING102.01,ALL,ALL,10,15,Try to get consent
LING102.01,LINGUISTICS,ALL,5,5,Full
LING102.01,LINGUISTICS,ALL,50,48,Available
LING104.01,ALL,ALL,Consent Of Instructor,16,Available
LING104.01,LINGUISTICS,ALL,5,8,Try to get consent
LING104.01,LINGUISTICS,ALL,50,47,Available
LING202.01,ALL,ALL,Consent Of Instructor,6,Available
LING202.01,LINGUISTICS,ALL,5,19,Try to get consent
LING202.01,LINGUISTICS,ALL,55,55,Full
LING206.01,ALL,ALL,Consent Of Instructor,20,Available
LING206.01,LINGUISTICS,ALL,5,26,Try to get consent
LING206.01,LINGUISTICS,ALL,55,55,Full
LING314.01,ALL,ALL,Consent Of Instructor,19,Available
LING314.01,TURKISH LANGUAGE & LITERATURE,ALL,100,45,Available
LING314.02,ALL,ALL,Consent Of Instructor,6,Available
