Code,Department,Status,Quota,Current Quota,Availability
CET 462.03,COMPUTER EDUCATION & EDUCATIONAL TECHNOLOGY,UNDERGRADUATE,Consent Of Instructor,6,Available
CET 462.04,COMPUTER EDUCATION & EDUCATIONAL TECHNOLOGY,UNDERGRADUATE,Consent Of Instructor,10,Available
CET 472.01,COMPUTER EDUCATION & EDUCATIONAL TECHNOLOGY,UNDERGRADUATE,45,34,Available
CET 488.01,COMPUTER EDUCATION & EDUCATIONAL TECHNOLOGY,UNDERGRADUATE,20,20,Full
CET 49D.01,ALL,UNDERGRADUATE,20,19,Available
CMPE140.01,ECONOMICS,UNDERGRADUATE,100,156,Try to get consent
CMPE150.01,ALL,ALL,Consent Of Instructor,302,Available
CMPE150.02,ALL,ALL,Consent Of Instructor,159,Available
CMPE160.01,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,109,Available
CMPE230.01,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,148,Available
CMPE230.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,3,1,Available
CMPE230.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,3,1,Available
CMPE230.01,MATHEMATICS,UNDERGRADUATE,3,1,Available
CMPE240.01,COMPUTER ENGINEERING,ALL,Unlimited,131,Available
CMPE260.01,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,146,Available
CMPE260.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,3,0,Available
CMPE260.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,3,1,Available
CMPE260.01,MATHEMATICS,UNDERGRADUATE,3,1,Available
CMPE321.01,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,114,Available
CMPE350.01,ALL,ALL,Consent Of Instructor,113,Available
CMPE352.01,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,105,Available
CMPE362.01,COMPUTER ENGINEERING,ALL,Unlimited,153,Available
CMPE400.01,ALL,ALL,Consent Of Instructor,27,Available
CMPE434.01,ALL,ALL,Consent Of Instructor,8,Available
CMPE460.01,ALL,ALL,Consent Of Instructor,11,Available
CMPE462.01,COMPUTER ENGINEERING,UNDERGRADUATE,Consent Of Instructor,30,Available
CMPE476.01,COMPUTER ENGINEERING,UNDERGRADUATE,30,19,Available
CMPE476.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,5,3,Available
CMPE483.01,COMPUTER ENGINEERING,UNDERGRADUATE,25,23,Available
CMPE483.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,2,4,Try to get consent
CMPE483.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,2,3,Try to get consent
CMPE483.01,MATHEMATICS,UNDERGRADUATE,2,4,Try to get consent
CMPE485.01,COMPUTER ENGINEERING,UNDERGRADUATE,35,32,Available
CMPE487.01,ALL,ALL,Consent Of Instructor,20,Available
CMPE489.01,ALL,ALL,Consent Of Instructor,26,Available
CMPE491.01,ALL,ALL,Consent Of Instructor,4,Available
CMPE492.01,ALL,ALL,Consent Of Instructor,56,Available
CMPE493.01,ALL,ALL,Consent Of Instructor,43,Available
CMPE496.01,ALL,ALL,30,30,Full
CMPE498.01,ALL,UNDERGRADUATE,10,5,Available
CMPE498.01,COMPUTER ENGINEERING,UNDERGRADUATE,25,7,Available
CMPE49G.01,ALL,UNDERGRADUATE,5,4,Available
CMPE49G.01,COMPUTER ENGINEERING,UNDERGRADUATE,25,2,Available
CMPE532.01,ALL,ALL,25,10,Available
CMPE538.01,ALL,ALL,Consent Of Instructor,13,Available
CMPE579.01,ALL,ALL,Consent Of Instructor,16,Available
CMPE587.01,ALL,ALL,Consent Of Instructor,6,Available
CMPE58M.01,COMPUTER ENGINEERING,UNDERGRADUATE,5,3,Available
CMPE58P.01,ALL,ALL,Consent Of Instructor,22,Available
CMPE58W.01,COMPUTER ENGINEERING,UNDERGRADUATE,5,0,Available
CMPE591.01,ALL,ALL,Consent Of Instructor,11,Available
CMPE594.01,COMPUTER ENGINEERING,UNDERGRADUATE,5,0,Available
CMPE599.01,ALL,ALL,Consent Of Instructor,2,Available
CMPE599.02,ALL,ALL,Consent Of Instructor,1,Available
CMPE599.03,ALL,ALL,Consent Of Instructor,1,Available
CMPE599.04,ALL,ALL,Consent Of Instructor,1,Available
CMPE599.05,ALL,ALL,Consent Of Instructor,0,Available
CMPE599.06,ALL,ALL,Consent Of Instructor,0,Available
CMPE599.07,ALL,ALL,Consent Of Instructor,1,Available
CMPE599.08,ALL,ALL,Consent Of Instructor,1,Available
CMPE599.09,ALL,ALL,Consent Of Instructor,0,Available
CMPE599.10,ALL,ALL,Consent Of Instructor,0,Available
CMPE599.11,ALL,ALL,Consent Of Instructor,0,Available
CMPE599.12,ALL,ALL,Consent Of Instructor,2,Available
CMPE599.16,ALL,ALL,Consent Of Instructor,0,Available
CMPE59A.05,ALL,ALL,Consent Of Instructor,1,Available
CMPE59A.08,ALL,ALL,Consent Of Instructor,0,Available
CMPE59A.10,ALL,ALL,Consent Of Instructor,2,Available
CMPE59F.01,ALL,ALL,Consent Of Instructor,8,Available
CMPE59G.01,COMPUTER ENGINEERING,UNDERGRADUATE,10,0,Available
CMPE59G.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,5,0,Available
CMPE59G.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,5,0,Available
CMPE59U.01,ALL,ALL,Consent Of Instructor,13,Available
CMPE690.01,ALL,ALL,Consent Of Instructor,4,Available
CMPE690.02,ALL,ALL,Consent Of Instructor,4,Available
CMPE690.03,ALL,ALL,Consent Of Instructor,9,Available
CMPE690.04,ALL,ALL,Consent Of Instructor,12,Available
CMPE690.06,ALL,ALL,Consent Of Instructor,3,Available
CMPE690.07,ALL,ALL,Consent Of Instructor,1,Available
CMPE690.08,ALL,ALL,Consent Of Instructor,2,Available
CMPE690.09,ALL,ALL,Consent Of Instructor,1,Available
CMPE690.10,ALL,ALL,Consent Of Instructor,2,Available
CMPE690.11,ALL,ALL,Consent Of Instructor,3,Available
CMPE690.12,ALL,ALL,Consent Of Instructor,12,Available
CMPE690.13,ALL,ALL,Consent Of Instructor,2,Available
CMPE690.14,ALL,ALL,Consent Of Instructor,2,Available
CMPE690.15,ALL,ALL,Consent Of Instructor,2,Available
CMPE690.16,ALL,ALL,Consent Of Instructor,6,Available
CMPE690.17,ALL,ALL,Consent Of Instructor,2,Available
CMPE690.18,ALL,ALL,Consent Of Instructor,3,Available
CMPE690.19,ALL,ALL,Consent Of Instructor,2,Available
CMPE690.20,ALL,ALL,Consent Of Instructor,5,Available
CMPE690.21,ALL,ALL,Consent Of Instructor,14,Available
CMPE690.22,ALL,ALL,Consent Of Instructor,0,Available
CMPE690.23,ALL,ALL,Consent Of Instructor,1,Available
CMPE699.01,ALL,ALL,Consent Of Instructor,0,Available
CMPE699.07,ALL,ALL,Consent Of Instructor,0,Available
CMPE699.08,ALL,ALL,Consent Of Instructor,2,Available
CMPE699.09,ALL,ALL,Consent Of Instructor,0,Available
CMPE699.15,ALL,ALL,Consent Of Instructor,1,Available
CMPE69A.13,ALL,ALL,Consent Of Instructor,0,Available
CMPE69A.14,ALL,ALL,Consent Of Instructor,1,Available
CMPE700.01,ALL,ALL,Consent Of Instructor,5,Available
CMPE790.01,ALL,ALL,Consent Of Instructor,3,Available
CMPE790.02,ALL,ALL,Consent Of Instructor,3,Available
CMPE790.03,ALL,ALL,Consent Of Instructor,2,Available
CMPE790.04,ALL,ALL,Consent Of Instructor,0,Available
CMPE790.06,ALL,ALL,Consent Of Instructor,2,Available
CMPE790.07,ALL,ALL,Consent Of Instructor,1,Available
CMPE790.08,ALL,ALL,Consent Of Instructor,0,Available
CMPE790.09,ALL,ALL,Consent Of Instructor,7,Available
CMPE790.10,ALL,ALL,Consent Of Instructor,1,Available
CMPE790.11,ALL,ALL,Consent Of Instructor,1,Available
CMPE790.12,ALL,ALL,Consent Of Instructor,5,Available
CMPE790.13,ALL,ALL,Consent Of Instructor,3,Available
CMPE790.14,ALL,ALL,Consent Of Instructor,3,Available
CMPE790.15,ALL,ALL,Consent Of Instructor,0,Available
CMPE790.16,ALL,ALL,Consent Of Instructor,0,Available
CMPE790.17,ALL,ALL,Consent Of Instructor,4,Available
CMPE790.18,ALL,ALL,Consent Of Instructor,0,Available
CMPE790.19,ALL,ALL,Consent Of Instructor,0,Available
CMPE790.20,ALL,ALL,Consent Of Instructor,0,Available
CMPE790.21,ALL,ALL,Consent Of Instructor,2,Available
CMPE790.22,ALL,ALL,Consent Of Instructor,0,Available
CEM 501.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Unlimited,20,Available
CEM 509.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Unlimited,21,Available
CEM 511.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Unlimited,20,Available
CEM 512.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Consent Of Instructor,4,Available
CEM 516.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Consent Of Instructor,21,Available
CEM 520.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Unlimited,20,Available
CEM 581.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Consent Of Instructor,4,Available
CEM 598.01,CONSTRUCTION ENGINEERING AND MANAGEMENT,ALL,Consent Of Instructor,2,Available
CCS 690.01,ALL,ALL,Consent Of Instructor,2,Available
PRED501.01,EARLY CHILDHOOD EDUCATION,ALL,Unlimited,6,Available
PRED502.01,ALL,ALL,Consent Of Instructor,12,Available
PRED521.01,EARLY CHILDHOOD EDUCATION,ALL,Unlimited,1,Available
PRED570.01,ALL,ALL,Consent Of Instructor,3,Available
PRED690.01,EARLY CHILDHOOD EDUCATION,ALL,Consent Of Instructor,3,Available
PRED690.02,EARLY CHILDHOOD EDUCATION,ALL,0,0,Full
PRED690.03,EARLY CHILDHOOD EDUCATION,ALL,Consent Of Instructor,6,Available
PRED690.04,EARLY CHILDHOOD EDUCATION,ALL,Consent Of Instructor,4,Available
PRED690.05,EARLY CHILDHOOD EDUCATION,ALL,Consent Of Instructor,1,Available
EQE 579.01,ALL,ALL,Consent Of Instructor,8,Available
EQE 582.01,ALL,ALL,Consent Of Instructor,7,Available
EQE 583.01,ALL,ALL,Consent Of Instructor,3,Available
EQE 585.01,ALL,ALL,Consent Of Instructor,6,Available
EQE 588.01,ALL,ALL,Consent Of Instructor,5,Available
EQE 681.01,ALL,ALL,Consent Of Instructor,4,Available
EQE 687.01,ALL,ALL,Consent Of Instructor,6,Available
EQE 690.03,ALL,ALL,Consent Of Instructor,1,Available
EQE 690.05,ALL,ALL,Consent Of Instructor,1,Available
EQE 690.06,ALL,ALL,Consent Of Instructor,6,Available
EQE 690.08,ALL,ALL,Consent Of Instructor,5,Available
EQE 690.09,ALL,ALL,Consent Of Instructor,11,Available
EQE 690.10,ALL,ALL,Consent Of Instructor,3,Available
EQE 700.01,ALL,ALL,Consent Of Instructor,5,Available
EQE 790.03,ALL,ALL,Consent Of Instructor,0,Available
EQE 790.05,ALL,ALL,Consent Of Instructor,6,Available
EQE 790.06,ALL,ALL,Consent Of Instructor,3,Available
EQE 790.08,ALL,ALL,Consent Of Instructor,3,Available
EQE 790.09,ALL,ALL,Consent Of Instructor,4,Available
EQE 790.10,ALL,ALL,Consent Of Instructor,3,Available
EC 102.01,ECONOMICS,UNDERGRADUATE,Unlimited,44,Available
EC 102.01,MANAGEMENT,UNDERGRADUATE,Unlimited,32,Available
EC 102.01,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,Unlimited,34,Available
EC 102.02,ECONOMICS,UNDERGRADUATE,Unlimited,30,Available
EC 102.02,MANAGEMENT,UNDERGRADUATE,Unlimited,32,Available
EC 102.02,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,Unlimited,31,Available
EC 102.03,ECONOMICS,UNDERGRADUATE,Unlimited,38,Available
EC 102.03,MANAGEMENT,UNDERGRADUATE,Unlimited,55,Available
EC 102.03,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,Unlimited,34,Available
EC 102.04,ALL,ALL,Consent Of Instructor,127,Available
EC 102.05,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,125,Available
EC 102.05,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,125,Available
EC 102.05,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,124,Available
EC 102.05,PHYSICS,UNDERGRADUATE,Unlimited,124,Available
EC 102.06,CHEMICAL ENGINEERING,UNDERGRADUATE,Unlimited,137,Available
EC 102.06,PHILOSOPHY,UNDERGRADUATE,10,15,Try to get consent
EC 102.07,PHILOSOPHY,UNDERGRADUATE,10,9,Available
EC 102.07,SOCIOLOGY,UNDERGRADUATE,Unlimited,79,Available
EC 102.08,CIVIL ENGINEERING,UNDERGRADUATE,Unlimited,117,Available
EC 102.09,HISTORY,UNDERGRADUATE,Unlimited,117,Available
EC 104.01,ECONOMICS,UNDERGRADUATE,Unlimited,138,Available
EC 205.01,MANAGEMENT,UNDERGRADUATE,70,87,Try to get consent
EC 205.02,MANAGEMENT,UNDERGRADUATE,70,98,Try to get consent
EC 206.01,ECONOMICS,UNDERGRADUATE,Unlimited,71,Available
EC 206.02,ECONOMICS,UNDERGRADUATE,Unlimited,76,Available
EC 208.01,ECONOMICS,UNDERGRADUATE,70,69,Available
EC 208.02,ECONOMICS,UNDERGRADUATE,70,80,Try to get consent
EC 223.01,ECONOMICS,UNDERGRADUATE,Unlimited,99,Available
EC 234.01,ECONOMICS,UNDERGRADUATE,Unlimited,76,Available
EC 234.02,ECONOMICS,UNDERGRADUATE,Unlimited,58,Available
EC 301.01,ECONOMICS,UNDERGRADUATE,30,32,Try to get consent
EC 306.01,ECONOMICS,UNDERGRADUATE,70,22,Available
EC 332.01,ECONOMICS,UNDERGRADUATE,70,28,Available
EC 358.01,ECONOMICS,UNDERGRADUATE,30,67,Try to get consent
EC 361.01,ECONOMICS,UNDERGRADUATE,70,58,Available
EC 406.01,ECONOMICS,UNDERGRADUATE,30,56,Try to get consent
EC 407.01,ECONOMICS,UNDERGRADUATE,30,66,Try to get consent
EC 412.01,ECONOMICS,UNDERGRADUATE,70,73,Try to get consent
EC 449.01,ECONOMICS,UNDERGRADUATE,30,38,Try to get consent
EC 454.01,ALL,ALL,Consent Of Instructor,0,Available
EC 470.01,ECONOMICS,UNDERGRADUATE,Unlimited,89,Available
EC 474.01,ECONOMICS,UNDERGRADUATE,70,48,Available
EC 480.01,ECONOMICS,UNDERGRADUATE,40,44,Try to get consent
EC 483.01,ECONOMICS,UNDERGRADUATE,30,36,Try to get consent
EC 488.01,ALL,ALL,Consent Of Instructor,5,Available
EC 48E.01,ECONOMICS,UNDERGRADUATE,30,36,Try to get consent
EC 48I.01,ECONOMICS,UNDERGRADUATE,40,41,Try to get consent
EC 48K.01,ECONOMICS,UNDERGRADUATE,30,29,Available
EC 48N.01,ALL,ALL,Consent Of Instructor,0,Available
EC 48T.01,ECONOMICS,UNDERGRADUATE,40,40,Full
EC 48Z.01,ECONOMICS,UNDERGRADUATE,30,23,Available
ED 541.01,ALL,ALL,Consent Of Instructor,2,Available
ED 558.01,EDUCATIONAL SCIENCES,ALL,Consent Of Instructor,1,Available
ED 564.01,ALL,ALL,Consent Of Instructor,1,Available
ED 588.01,ALL,ALL,Consent Of Instructor,0,Available
ED 58U.01,ALL,ALL,Consent Of Instructor,2,Available
ED 700.01,ALL,ALL,Consent Of Instructor,5,Available
ED 700.02,ALL,ALL,Consent Of Instructor,0,Available
ED 700.03,ALL,ALL,Consent Of Instructor,0,Available
ED 790.02,ALL,ALL,Consent Of Instructor,4,Available
ED 790.05,ALL,ALL,Consent Of Instructor,3,Available
ED 790.07,ALL,ALL,Consent Of Instructor,2,Available
CET 582.03,ALL,ALL,Consent Of Instructor,1,Available
CET 582.04,ALL,ALL,Consent Of Instructor,0,Available
CET 586.01,ALL,ALL,Consent Of Instructor,2,Available
CET 690.07,ALL,ALL,Consent Of Instructor,4,Available
EE 101.01,ALL,ALL,Consent Of Instructor,0,Available
EE 101.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,117,Available
EE 201.01,ALL,ALL,Consent Of Instructor,0,Available
EE 201.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,5,Available
EE 210.01,ALL,ALL,Unlimited,111,Available
EE 212.01,ALL,ALL,Consent Of Instructor,2,Available
EE 212.01,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,114,Available
EE 214.01,ALL,ALL,Consent Of Instructor,3,Available
EE 214.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,85,Available
EE 232.01,ALL,ALL,Consent Of Instructor,3,Available
EE 232.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,89,Available
EE 244.01,ALL,ALL,Consent Of Instructor,0,Available
EE 244.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,85,Available
EE 272.01,ALL,ALL,Consent Of Instructor,0,Available
EE 272.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,94,Available
EE 304.01,ALL,ALL,Consent Of Instructor,0,Available
EE 304.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,80,Available
EE 330.01,ALL,ALL,Consent Of Instructor,0,Available
EE 330.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,5,Available
EE 334.01,ALL,ALL,Consent Of Instructor,0,Available
EE 334.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,39,Available
EE 336.01,ALL,ALL,Consent Of Instructor,0,Available
EE 336.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,29,Available
EE 342.01,ALL,ALL,Consent Of Instructor,1,Available
EE 342.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,39,Available
EE 364.01,ALL,ALL,Consent Of Instructor,0,Available
EE 364.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,6,Available
EE 372.01,ALL,ALL,Consent Of Instructor,1,Available
EE 372.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,36,Available
EE 400.01,ALL,ALL,Consent Of Instructor,32,Available
EE 432.01,ALL,ALL,Consent Of Instructor,0,Available
EE 432.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,17,Available
EE 438.01,ALL,ALL,Consent Of Instructor,0,Available
EE 438.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,13,Available
EE 450.01,ALL,ALL,Consent Of Instructor,0,Available
EE 450.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,38,Available
EE 457.01,ALL,ALL,Consent Of Instructor,3,Available
EE 457.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,29,Available
EE 460.01,ALL,ALL,Consent Of Instructor,3,Available
EE 460.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,24,Available
EE 475.01,ALL,ALL,Consent Of Instructor,0,Available
EE 475.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,43,Available
EE 491.01,ALL,ALL,Consent Of Instructor,1,Available
EE 492.01,ALL,ALL,Consent Of Instructor,43,Available
EE 536.01,ALL,ALL,Consent Of Instructor,2,Available
EE 536.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,8,Available
EE 544.01,ALL,ALL,Consent Of Instructor,0,Available
EE 544.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,4,Available
EE 553.01,ALL,ALL,Consent Of Instructor,2,Available
EE 553.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,15,Available
EE 562.01,ALL,ALL,Consent Of Instructor,3,Available
EE 564.01,ALL,ALL,Consent Of Instructor,2,Available
EE 564.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,3,Available
EE 570.01,ALL,ALL,Consent Of Instructor,0,Available
EE 570.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,3,Available
EE 572.01,ALL,ALL,Consent Of Instructor,3,Available
EE 572.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,4,Available
EE 575.01,ALL,ALL,Consent Of Instructor,7,Available
EE 575.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,17,Available
EE 576.01,ALL,ALL,Consent Of Instructor,1,Available
EE 576.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,16,Available
EE 578.01,ALL,ALL,Consent Of Instructor,0,Available
EE 578.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,9,Available
EE 580.01,ALL,ALL,Consent Of Instructor,3,Available
EE 580.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,5,Available
EE 58A.01,ALL,ALL,Consent Of Instructor,3,Available
EE 58A.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,18,Available
EE 58J.01,ALL,ALL,Consent Of Instructor,0,Available
EE 58J.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,5,Available
EE 628.01,ALL,ALL,Consent Of Instructor,0,Available
EE 628.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,5,Available
EE 632.01,ALL,ALL,Consent Of Instructor,0,Available
EE 632.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,5,Available
EE 638.01,ALL,ALL,Consent Of Instructor,0,Available
EE 638.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,3,Available
EE 653.01,ALL,ALL,Consent Of Instructor,2,Available
EE 653.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,4,Available
EE 680.01,ALL,ALL,Consent Of Instructor,0,Available
EE 680.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,Unlimited,6,Available
EE 685.01,ALL,ALL,Consent Of Instructor,0,Available
EE 685.01,ELECTRICAL & ELECTRONICS ENGINEERING,ALL,0,2,Try to get consent
EE 690.01,ALL,ALL,Consent Of Instructor,0,Available
EE 690.02,ALL,ALL,Consent Of Instructor,2,Available
EE 690.03,ALL,ALL,Consent Of Instructor,10,Available
EE 690.04,ALL,ALL,Consent Of Instructor,0,Available
EE 690.05,ALL,ALL,Consent Of Instructor,2,Available
EE 690.06,ALL,ALL,Consent Of Instructor,6,Available
EE 690.07,ALL,ALL,Consent Of Instructor,0,Available
EE 690.08,ALL,ALL,Consent Of Instructor,1,Available
EE 690.09,ALL,ALL,Consent Of Instructor,1,Available
EE 690.10,ALL,ALL,Consent Of Instructor,1,Available
EE 690.11,ALL,ALL,Consent Of Instructor,3,Available
EE 690.12,ALL,ALL,Consent Of Instructor,0,Available
EE 690.13,ALL,ALL,Consent Of Instructor,1,Available
EE 690.14,ALL,ALL,Consent Of Instructor,2,Available
EE 690.15,ALL,ALL,Consent Of Instructor,5,Available
EE 690.16,ALL,ALL,Consent Of Instructor,4,Available
EE 690.17,ALL,ALL,Consent Of Instructor,1,Available
EE 690.18,ALL,ALL,Consent Of Instructor,0,Available
EE 690.19,ALL,ALL,Consent Of Instructor,4,Available
EE 690.20,ALL,ALL,Consent Of Instructor,1,Available
EE 690.21,ALL,ALL,Consent Of Instructor,1,Available
EE 690.22,ALL,ALL,Consent Of Instructor,1,Available
EE 690.23,ALL,ALL,Consent Of Instructor,0,Available
EE 699.01,ALL,ALL,Consent Of Instructor,4,Available
EE 790.01,ALL,ALL,Consent Of Instructor,3,Available
EE 790.02,ALL,ALL,Consent Of Instructor,2,Available
EE 790.03,ALL,ALL,Consent Of Instructor,4,Available
EE 790.04,ALL,ALL,Consent Of Instructor,0,Available
EE 790.05,ALL,ALL,Consent Of Instructor,1,Available
EE 790.06,ALL,ALL,Consent Of Instructor,1,Available
EE 790.07,ALL,ALL,Consent Of Instructor,0,Available
EE 790.08,ALL,ALL,Consent Of Instructor,0,Available
EE 790.09,ALL,ALL,Consent Of Instructor,0,Available
EE 790.10,ALL,ALL,Consent Of Instructor,0,Available
EE 790.11,ALL,ALL,Consent Of Instructor,5,Available
EE 790.12,ALL,ALL,Consent Of Instructor,1,Available
EE 790.13,ALL,ALL,Consent Of Instructor,1,Available
EE 790.14,ALL,ALL,Consent Of Instructor,1,Available
EE 790.15,ALL,ALL,Consent Of Instructor,3,Available
EE 790.16,ALL,ALL,Consent Of Instructor,0,Available
EE 790.17,ALL,ALL,Consent Of Instructor,1,Available
EE 790.18,ALL,ALL,Consent Of Instructor,0,Available
EE 790.19,ALL,ALL,Consent Of Instructor,2,Available
EE 790.20,ALL,ALL,Consent Of Instructor,2,Available
EE 790.21,ALL,ALL,Consent Of Instructor,1,Available
EE 790.22,ALL,ALL,Consent Of Instructor,1,Available
EE 790.23,ALL,ALL,Consent Of Instructor,0,Available
ETM 586.01,ALL,ALL,Consent Of Instructor,18,Available
ETM 599.01,ALL,ALL,Consent Of Instructor,10,Available
ESC 301.01,ALL,ALL,120,178,Try to get consent
ESC 301.02,ALL,ALL,100,182,Try to get consent
ESC 307.01,ALL,ALL,Consent Of Instructor,68,Available
ESC 315.01,ALL,ALL,100,96,Available
ESC 351.01,ALL,ALL,Consent Of Instructor,110,Available
ESC 351.02,ALL,ALL,250,304,Try to get consent
ESC 520.01,ALL,ALL,Consent Of Instructor,5,Available
ESC 526.01,ALL,ALL,Consent Of Instructor,0,Available
ESC 528.01,ALL,ALL,Consent Of Instructor,1,Available
ESC 530.01,ALL,ALL,Consent Of Instructor,0,Available
ESC 530.01,ENVIRONMENTAL SCIENCES,ALL,Unlimited,13,Available
ESC 530.01,ENVIRONMENTAL TECHNOLOGY,ALL,Unlimited,2,Available
ESC 549.01,ALL,ALL,Consent Of Instructor,22,Available
ESC 551.01,ALL,ALL,Consent Of Instructor,3,Available
ESC 554.01,ALL,ALL,Consent Of Instructor,12,Available
ESC 555.01,ALL,ALL,Consent Of Instructor,12,Available
ESC 558.01,ALL,ALL,Consent Of Instructor,9,Available
ESC 569.01,ALL,ALL,Consent Of Instructor,3,Available
ESC 572.01,ALL,ALL,Consent Of Instructor,8,Available
ESC 579.01,ALL,ALL,Consent Of Instructor,8,Available
ESC 590.01,ALL,ALL,Consent Of Instructor,13,Available
ESC 690.03,ALL,ALL,Consent Of Instructor,1,Available
ESC 690.05,ALL,ALL,Consent Of Instructor,3,Available
ESC 690.09,ALL,ALL,Consent Of Instructor,1,Available
ESC 690.10,ALL,ALL,Consent Of Instructor,1,Available
ESC 690.11,ALL,ALL,Consent Of Instructor,1,Available
ESC 690.12,ALL,ALL,Consent Of Instructor,1,Available
ESC 690.13,ALL,ALL,Consent Of Instructor,1,Available
ESC 690.14,ALL,ALL,Consent Of Instructor,6,Available
ESC 690.15,ALL,ALL,Consent Of Instructor,1,Available
ESC 690.16,ALL,ALL,Consent Of Instructor,5,Available
ESC 690.17,ALL,ALL,Consent Of Instructor,0,Available
ESC 690.18,ALL,ALL,Consent Of Instructor,1,Available
ESC 690.19,ALL,ALL,Consent Of Instructor,2,Available
ESC 690.20,ALL,ALL,Consent Of Instructor,1,Available
ESC 690.21,ALL,ALL,Consent Of Instructor,0,Available
ESC 690.22,ALL,ALL,Consent Of Instructor,4,Available
ESC 690.24,ALL,ALL,Consent Of Instructor,8,Available
